yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2021,2021.0,Re-Export,Oman,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10067126.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2021,2021.0,Re-Export,Oman,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3622.0,,21.0000287,57.0036901,-34.9964963,-64.9672817
2021,2021.0,Re-Export,Oman,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",89641.0,,21.0000287,57.0036901,-24.7761086,134.755
2021,2021.0,Re-Export,Oman,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",12585.0,,21.0000287,57.0036901,47.59397,14.12456
2021,2021.0,Re-Export,Oman,Bahrain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",41318.0,,21.0000287,57.0036901,26.1551249,50.5344606
2021,2021.0,Re-Export,Oman,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",169.0,,21.0000287,57.0036901,50.6402809,4.6667145
2021,2021.0,Re-Export,Oman,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",39537.0,,21.0000287,57.0036901,-10.3333333,-53.2
2021,2021.0,Re-Export,Oman,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2481.0,,21.0000287,57.0036901,61.0666922,-107.991707
2021,2021.0,Re-Export,Oman,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5425.0,,21.0000287,57.0036901,35.000074,104.999927
2021,2021.0,Re-Export,Oman,Colombia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6335.0,,21.0000287,57.0036901,4.099917,-72.9088133
2021,2021.0,Re-Export,Oman,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5615.0,,21.0000287,57.0036901,49.7439047,15.3381061
2021,2021.0,Re-Export,Oman,Ecuador,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",19906.0,,21.0000287,57.0036901,-1.3397668,-79.3666965
2021,2021.0,Re-Export,Oman,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1035.0,,21.0000287,57.0036901,63.2467777,25.9209164
2021,2021.0,Re-Export,Oman,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1065966.0,,21.0000287,57.0036901,46.603354,1.8883335
2021,2021.0,Re-Export,Oman,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",228507.0,,21.0000287,57.0036901,51.1638175,10.4478313
2021,2021.0,Re-Export,Oman,Ghana,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1745.0,,21.0000287,57.0036901,8.0300284,-1.0800271
2021,2021.0,Re-Export,Oman,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",93.0,,21.0000287,57.0036901,38.9953683,21.9877132
2021,2021.0,Re-Export,Oman,Guyana,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",442.0,,21.0000287,57.0036901,4.8417097,-58.6416891
2021,2021.0,Re-Export,Oman,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",128026.0,,21.0000287,57.0036901,22.350627,114.1849161
2021,2021.0,Re-Export,Oman,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",193742.0,,21.0000287,57.0036901,-2.4833826,117.8902853
2021,2021.0,Re-Export,Oman,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",430730.0,,21.0000287,57.0036901,32.6475314,54.5643516
2021,2021.0,Re-Export,Oman,Iraq,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11763.0,,21.0000287,57.0036901,33.0955793,44.1749775
2021,2021.0,Re-Export,Oman,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13100.0,,21.0000287,57.0036901,42.6384261,12.674297
2021,2021.0,Re-Export,Oman,Côte d'Ivoire,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",29477.0,,21.0000287,57.0036901,7.9897371,-5.5679458
2021,2021.0,Re-Export,Oman,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13734.0,,21.0000287,57.0036901,48.1012954,66.7780818
2021,2021.0,Re-Export,Oman,Kenya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",88.0,,21.0000287,57.0036901,1.4419683,38.4313975
2021,2021.0,Re-Export,Oman,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",102239.0,,21.0000287,57.0036901,29.2733964,47.4979476
2021,2021.0,Re-Export,Oman,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",694.0,,21.0000287,57.0036901,33.8750629,35.843409
2021,2021.0,Re-Export,Oman,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",12169.0,,21.0000287,57.0036901,4.5693754,102.2656823
2021,2021.0,Re-Export,Oman,Mauritania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",46.0,,21.0000287,57.0036901,20.2540382,-9.2399263
2021,2021.0,Re-Export,Oman,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11654.0,,21.0000287,57.0036901,23.6585116,-102.0077097
2021,2021.0,Re-Export,Oman,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3550.0,,21.0000287,57.0036901,52.2434979,5.6343227
2021,2021.0,Re-Export,Oman,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",78736.0,,21.0000287,57.0036901,60.5000209,9.0999715
2021,2021.0,Re-Export,Oman,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",310111.0,,21.0000287,57.0036901,30.3308401,71.247499
2021,2021.0,Re-Export,Oman,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9128.0,,21.0000287,57.0036901,52.215933,19.134422
2021,2021.0,Re-Export,Oman,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",629924.0,,21.0000287,57.0036901,25.3336984,51.2295295
2021,2021.0,Re-Export,Oman,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6624.0,,21.0000287,57.0036901,64.6863136,97.7453061
2021,2021.0,Re-Export,Oman,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",486972.0,,21.0000287,57.0036901,25.6242618,42.3528328
2021,2021.0,Re-Export,Oman,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",42314.0,,21.0000287,57.0036901,22.3511148,78.6677428
2021,2021.0,Re-Export,Oman,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4579.0,,21.0000287,57.0036901,1.357107,103.8194992
2021,2021.0,Re-Export,Oman,Somalia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",106150.0,,21.0000287,57.0036901,8.3676771,49.083416
2021,2021.0,Re-Export,Oman,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6033.0,,21.0000287,57.0036901,39.3260685,-4.8379791
2021,2021.0,Re-Export,Oman,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10475.0,,21.0000287,57.0036901,59.6749712,14.5208584
2021,2021.0,Re-Export,Oman,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",28499.0,,21.0000287,57.0036901,14.8971921,100.83273
2021,2021.0,Re-Export,Oman,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4956980.0,,21.0000287,57.0036901,24.0002488,53.9994829
