yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Import,Libya,World,81.0,Other base metals; cermets; articles thereof,99612.0,,26.8234472,18.1236723,-36.8535712,174.7456809
2016,2016.0,Import,Libya,Germany,81.0,Other base metals; cermets; articles thereof,16201.0,,26.8234472,18.1236723,51.1638175,10.4478313
2016,2016.0,Import,Libya,Italy,81.0,Other base metals; cermets; articles thereof,10408.0,,26.8234472,18.1236723,42.6384261,12.674297
2016,2016.0,Import,Libya,Spain,81.0,Other base metals; cermets; articles thereof,9211.0,,26.8234472,18.1236723,39.3260685,-4.8379791
2016,2016.0,Import,Libya,Turkey,81.0,Other base metals; cermets; articles thereof,46394.0,,26.8234472,18.1236723,38.9597594,34.9249653
2016,2016.0,Import,Libya,United Kingdom,81.0,Other base metals; cermets; articles thereof,2785.0,,26.8234472,18.1236723,54.7023545,-3.2765753
2016,2016.0,Import,Libya,USA,81.0,Other base metals; cermets; articles thereof,14613.0,,26.8234472,18.1236723,39.7837304,-100.445882
