yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Export,Armenia,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",193291.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2010,2010.0,Export,Armenia,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5761.0,,40.7696272,44.6736646,50.6402809,4.6667145
2010,2010.0,Export,Armenia,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4014.0,,40.7696272,44.6736646,46.603354,1.8883335
2010,2010.0,Export,Armenia,Georgia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4056.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2010,2010.0,Export,Armenia,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",51539.0,,40.7696272,44.6736646,48.1012954,66.7780818
2010,2010.0,Export,Armenia,Kenya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",400.0,,40.7696272,44.6736646,1.4419683,38.4313975
2010,2010.0,Export,Armenia,Latvia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",442.0,,40.7696272,44.6736646,56.8406494,24.7537645
2010,2010.0,Export,Armenia,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",37901.0,,40.7696272,44.6736646,64.6863136,97.7453061
2010,2010.0,Export,Armenia,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2343.0,,40.7696272,44.6736646,-28.8166236,24.991639
2010,2010.0,Export,Armenia,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4790.0,,40.7696272,44.6736646,49.4871968,31.2718321
2010,2010.0,Export,Armenia,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",21823.0,,40.7696272,44.6736646,54.7023545,-3.2765753
2010,2010.0,Export,Armenia,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",60221.0,,40.7696272,44.6736646,39.7837304,-100.445882
