yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Lebanon,World,81.0,Other base metals; cermets; articles thereof,10000.0,,33.8750629,35.843409,-36.8535712,174.7456809
2005,2005.0,Export,Lebanon,Cyprus,81.0,Other base metals; cermets; articles thereof,3000.0,,33.8750629,35.843409,34.9823018,33.1451285
2005,2005.0,Export,Lebanon,Netherlands,81.0,Other base metals; cermets; articles thereof,7000.0,,33.8750629,35.843409,52.2434979,5.6343227
