,rtTitle,ptTitle,rgDesc,TradeValue
0,Algeria,Afghanistan,Import,9760.0
1,Algeria,Armenia,Export,7600.0
2,Algeria,Bahrain,Import,1558359.0
3,Algeria,Comoros,Import,77682.0
4,Algeria,Cyprus,Export,1086118.0
5,Algeria,Cyprus,Import,3858675.0
6,Algeria,Fmr Sudan,Export,6280.0
7,Algeria,Fmr Sudan,Import,1649469.0
8,Algeria,Georgia,Import,1369942.0
9,Algeria,Iraq,Export,2993156.0
10,Algeria,Iraq,Import,3080746.0
11,Algeria,Jordan,Export,3542052.0
12,Algeria,Jordan,Import,69898626.0
13,Algeria,Kuwait,Export,40976795.0
14,Algeria,Kuwait,Import,1285729.0
15,Algeria,Lebanon,Export,155798.0
16,Algeria,Lebanon,Import,33006510.0
17,Algeria,Libya,Export,15327002.0
18,Algeria,Libya,Import,3728175.0
19,Algeria,Malta,Export,29511066.0
20,Algeria,Malta,Import,412058.0
21,Algeria,Mauritania,Export,4314302.0
22,Algeria,Mauritania,Import,19838866.0
23,Algeria,Morocco,Export,222443499.0
24,Algeria,Morocco,Import,31814764.0
25,Algeria,Oman,Export,18946.0
26,Algeria,Oman,Import,429242.0
27,Algeria,Pakistan,Export,86370.0
28,Algeria,Pakistan,Import,3133321.0
29,Algeria,Qatar,Export,22828.0
30,Algeria,Qatar,Import,31932.0
31,Algeria,Saudi Arabia,Export,1670934.0
32,Algeria,Saudi Arabia,Import,19065664.0
33,Algeria,State of Palestine,Import,993838.0
34,Algeria,Syria,Export,5643996.0
35,Algeria,Syria,Import,46476683.0
36,Algeria,Turkey,Export,1356203008.0
37,Algeria,Turkey,Import,521984111.0
38,Algeria,United Arab Emirates,Export,950059.0
39,Algeria,United Arab Emirates,Import,75859955.0
40,Algeria,World,Export,32031853142.0
41,Algeria,World,Import,16776844240.0
42,Algeria,Yemen,Export,263656.0
43,Algeria,Yemen,Import,341578.0
