yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Re-Export,Jordan,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,440992.0,,31.1667049,36.941628,-36.8535712,174.7456809
2011,2011.0,Re-Export,Jordan,Iraq,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,233713.0,,31.1667049,36.941628,33.0955793,44.1749775
2011,2011.0,Re-Export,Jordan,Oman,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,5914.0,,31.1667049,36.941628,21.0000287,57.0036901
2011,2011.0,Re-Export,Jordan,Saudi Arabia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,110704.0,,31.1667049,36.941628,25.6242618,42.3528328
2011,2011.0,Re-Export,Jordan,India,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,40521.0,,31.1667049,36.941628,22.3511148,78.6677428
2011,2011.0,Re-Export,Jordan,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,5118.0,,31.1667049,36.941628,24.0002488,53.9994829
2011,2011.0,Re-Export,Jordan,Free Zones,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,45021.0,,31.1667049,36.941628,5.57675525,-0.1653113957934536
