yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Import,Afghanistan,World,36.0,Explosives; pyrotechnic products; matches,2729024.0,,33.7680065,66.2385139,-36.8535712,174.7456809
2010,2010.0,Import,Afghanistan,Pakistan,36.0,Explosives; pyrotechnic products; matches,1078184.0,,33.7680065,66.2385139,30.3308401,71.247499
2010,2010.0,Import,Afghanistan,Russian Federation,36.0,Explosives; pyrotechnic products; matches,1650840.0,,33.7680065,66.2385139,64.6863136,97.7453061
