yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Re-Export,Pakistan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1344964.0,,30.3308401,71.247499,-36.8535712,174.7456809
2014,2014.0,Re-Export,Pakistan,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",133861.0,,30.3308401,71.247499,7.5554942,80.7137847
2014,2014.0,Re-Export,Pakistan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2.0,,30.3308401,71.247499,35.000074,104.999927
2014,2014.0,Re-Export,Pakistan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",59618.0,,30.3308401,71.247499,51.1638175,10.4478313
2014,2014.0,Re-Export,Pakistan,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",85494.0,,30.3308401,71.247499,36.5748441,139.2394179
2014,2014.0,Re-Export,Pakistan,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",81298.0,,30.3308401,71.247499,,
2014,2014.0,Re-Export,Pakistan,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38667.0,,30.3308401,71.247499,25.3336984,51.2295295
2014,2014.0,Re-Export,Pakistan,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12416.0,,30.3308401,71.247499,22.3511148,78.6677428
2014,2014.0,Re-Export,Pakistan,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27554.0,,30.3308401,71.247499,1.357107,103.8194992
2014,2014.0,Re-Export,Pakistan,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26389.0,,30.3308401,71.247499,14.8971921,100.83273
2014,2014.0,Re-Export,Pakistan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",120513.0,,30.3308401,71.247499,24.0002488,53.9994829
2014,2014.0,Re-Export,Pakistan,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",759152.0,,30.3308401,71.247499,54.7023545,-3.2765753
