yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Re-Export,Saudi Arabia,World,23.0,Residues and waste from the food industries; prepared animal fodder,285600.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2008,2008.0,Re-Export,Saudi Arabia,Jordan,23.0,Residues and waste from the food industries; prepared animal fodder,77333.0,,25.6242618,42.3528328,31.1667049,36.941628
2008,2008.0,Re-Export,Saudi Arabia,Kuwait,23.0,Residues and waste from the food industries; prepared animal fodder,42667.0,,25.6242618,42.3528328,29.2733964,47.4979476
2008,2008.0,Re-Export,Saudi Arabia,India,23.0,Residues and waste from the food industries; prepared animal fodder,32533.0,,25.6242618,42.3528328,22.3511148,78.6677428
2008,2008.0,Re-Export,Saudi Arabia,United Arab Emirates,23.0,Residues and waste from the food industries; prepared animal fodder,133067.0,,25.6242618,42.3528328,24.0002488,53.9994829
