yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Export,Georgia,World,36.0,Explosives; pyrotechnic products; matches,727836.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2008,2008.0,Export,Georgia,Armenia,36.0,Explosives; pyrotechnic products; matches,496260.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2008,2008.0,Export,Georgia,Turkey,36.0,Explosives; pyrotechnic products; matches,231576.0,,32.3293809,-83.1137366,38.9597594,34.9249653
