yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Export,Azerbaijan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9707895.0,,40.3936294,47.7872508,-36.8535712,174.7456809
2013,2013.0,Export,Azerbaijan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",280.0,,40.3936294,47.7872508,-24.7761086,134.755
2013,2013.0,Export,Azerbaijan,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",51880.0,,40.3936294,47.7872508,53.4250605,27.6971358
2013,2013.0,Export,Azerbaijan,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8922.0,,40.3936294,47.7872508,49.7439047,15.3381061
2013,2013.0,Export,Azerbaijan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1665.0,,40.3936294,47.7872508,46.603354,1.8883335
2013,2013.0,Export,Azerbaijan,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4356673.0,,40.3936294,47.7872508,32.3293809,-83.1137366
2013,2013.0,Export,Azerbaijan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",95567.0,,40.3936294,47.7872508,51.1638175,10.4478313
2013,2013.0,Export,Azerbaijan,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",222352.0,,40.3936294,47.7872508,33.0955793,44.1749775
2013,2013.0,Export,Azerbaijan,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14209.0,,40.3936294,47.7872508,42.6384261,12.674297
2013,2013.0,Export,Azerbaijan,Kazakhstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",811048.0,,40.3936294,47.7872508,48.1012954,66.7780818
2013,2013.0,Export,Azerbaijan,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1325941.0,,40.3936294,47.7872508,64.6863136,97.7453061
2013,2013.0,Export,Azerbaijan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",331800.0,,40.3936294,47.7872508,24.0002488,53.9994829
2013,2013.0,Export,Azerbaijan,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1304213.0,,40.3936294,47.7872508,38.9597594,34.9249653
2013,2013.0,Export,Azerbaijan,Turkmenistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",860130.0,,40.3936294,47.7872508,39.3763807,59.3924609
2013,2013.0,Export,Azerbaijan,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28050.0,,40.3936294,47.7872508,49.4871968,31.2718321
2013,2013.0,Export,Azerbaijan,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",88571.0,,40.3936294,47.7872508,54.7023545,-3.2765753
2013,2013.0,Export,Azerbaijan,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",104273.0,,40.3936294,47.7872508,39.7837304,-100.445882
2013,2013.0,Export,Azerbaijan,Uzbekistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",102320.0,,40.3936294,47.7872508,41.32373,63.9528098
