yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Import,Malta,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",244365895.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2015,2015.0,Import,Malta,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",277525.0,,35.8885993,14.4476911,28.0000272,2.9999825
2015,2015.0,Import,Malta,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1278.0,,35.8885993,14.4476911,-34.9964963,-64.9672817
2015,2015.0,Import,Malta,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41284.0,,35.8885993,14.4476911,-24.7761086,134.755
2015,2015.0,Import,Malta,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",758891.0,,35.8885993,14.4476911,47.59397,14.12456
2015,2015.0,Import,Malta,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9047689.0,,35.8885993,14.4476911,50.6402809,4.6667145
2015,2015.0,Import,Malta,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",668.0,,35.8885993,14.4476911,-10.3333333,-53.2
2015,2015.0,Import,Malta,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38877.0,,35.8885993,14.4476911,42.6073975,25.4856617
2015,2015.0,Import,Malta,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15636.0,,35.8885993,14.4476911,61.0666922,-107.991707
2015,2015.0,Import,Malta,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",696514.0,,35.8885993,14.4476911,7.5554942,80.7137847
2015,2015.0,Import,Malta,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1494472.0,,35.8885993,14.4476911,35.000074,104.999927
2015,2015.0,Import,Malta,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9504.0,,35.8885993,14.4476911,45.5643442,17.0118954
2015,2015.0,Import,Malta,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30425.0,,35.8885993,14.4476911,34.9823018,33.1451285
2015,2015.0,Import,Malta,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1208983.0,,35.8885993,14.4476911,49.7439047,15.3381061
2015,2015.0,Import,Malta,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",120183.0,,35.8885993,14.4476911,55.670249,10.3333283
2015,2015.0,Import,Malta,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63927.0,,35.8885993,14.4476911,63.2467777,25.9209164
2015,2015.0,Import,Malta,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24374719.0,,35.8885993,14.4476911,46.603354,1.8883335
2015,2015.0,Import,Malta,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6248.0,,35.8885993,14.4476911,32.3293809,-83.1137366
2015,2015.0,Import,Malta,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43686711.0,,35.8885993,14.4476911,51.1638175,10.4478313
2015,2015.0,Import,Malta,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",133281.0,,35.8885993,14.4476911,38.9953683,21.9877132
2015,2015.0,Import,Malta,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54787.0,,35.8885993,14.4476911,22.350627,114.1849161
2015,2015.0,Import,Malta,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",338200.0,,35.8885993,14.4476911,47.1817585,19.5060937
2015,2015.0,Import,Malta,Iceland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",111.0,,35.8885993,14.4476911,64.9841821,-18.1059013
2015,2015.0,Import,Malta,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8596.0,,35.8885993,14.4476911,-2.4833826,117.8902853
2015,2015.0,Import,Malta,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",69566.0,,35.8885993,14.4476911,52.865196,-7.9794599
2015,2015.0,Import,Malta,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",402277.0,,35.8885993,14.4476911,30.8124247,34.8594762
2015,2015.0,Import,Malta,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7033034.0,,35.8885993,14.4476911,42.6384261,12.674297
2015,2015.0,Import,Malta,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35549633.0,,35.8885993,14.4476911,36.5748441,139.2394179
2015,2015.0,Import,Malta,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3572762.0,,35.8885993,14.4476911,,
2015,2015.0,Import,Malta,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",60746.0,,35.8885993,14.4476911,26.8234472,18.1236723
2015,2015.0,Import,Malta,"China, Macao SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",381503.0,,35.8885993,14.4476911,,
2015,2015.0,Import,Malta,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5481.0,,35.8885993,14.4476911,4.5693754,102.2656823
2015,2015.0,Import,Malta,Mauritania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1492.0,,35.8885993,14.4476911,20.2540382,-9.2399263
2015,2015.0,Import,Malta,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",85143.0,,35.8885993,14.4476911,23.6585116,-102.0077097
2015,2015.0,Import,Malta,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",858348.0,,35.8885993,14.4476911,,
2015,2015.0,Import,Malta,Montenegro,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",222.0,,35.8885993,14.4476911,42.9868853,19.5180992
2015,2015.0,Import,Malta,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",148782.0,,35.8885993,14.4476911,31.1728205,-7.3362482
2015,2015.0,Import,Malta,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5003062.0,,35.8885993,14.4476911,52.2434979,5.6343227
2015,2015.0,Import,Malta,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2569.0,,35.8885993,14.4476911,-41.5000831,172.8344077
2015,2015.0,Import,Malta,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1109.0,,35.8885993,14.4476911,30.3308401,71.247499
2015,2015.0,Import,Malta,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",493044.0,,35.8885993,14.4476911,52.215933,19.134422
2015,2015.0,Import,Malta,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62868.0,,35.8885993,14.4476911,39.6621648,-8.1353519
2015,2015.0,Import,Malta,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1917533.0,,35.8885993,14.4476911,45.9852129,24.6859225
2015,2015.0,Import,Malta,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1145.0,,35.8885993,14.4476911,64.6863136,97.7453061
