yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Malta,World,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,9662.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2012,2012.0,Export,Malta,Libya,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,8701.0,,35.8885993,14.4476911,26.8234472,18.1236723
2012,2012.0,Export,Malta,Switzerland,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,962.0,,35.8885993,14.4476911,46.7985624,8.2319736
