yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Export,Mauritania,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3468617.0,,20.2540382,-9.2399263,-36.8535712,174.7456809
2020,2020.0,Export,Mauritania,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1632.0,,20.2540382,-9.2399263,-2.9814344,23.8222636
2020,2020.0,Export,Mauritania,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",246506.0,,20.2540382,-9.2399263,46.603354,1.8883335
2020,2020.0,Export,Mauritania,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6152.0,,20.2540382,-9.2399263,51.1638175,10.4478313
2020,2020.0,Export,Mauritania,Mali,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50364.0,,20.2540382,-9.2399263,16.3700359,-2.2900239
2020,2020.0,Export,Mauritania,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2270129.0,,20.2540382,-9.2399263,31.1728205,-7.3362482
2020,2020.0,Export,Mauritania,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",804.0,,20.2540382,-9.2399263,52.2434979,5.6343227
2020,2020.0,Export,Mauritania,Senegal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",179480.0,,20.2540382,-9.2399263,14.4750607,-14.4529612
2020,2020.0,Export,Mauritania,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",652722.0,,20.2540382,-9.2399263,39.3260685,-4.8379791
2020,2020.0,Export,Mauritania,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",60824.0,,20.2540382,-9.2399263,39.7837304,-100.445882
