yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Malta,World,81.0,Other base metals; cermets; articles thereof,21261.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2005,2005.0,Export,Malta,Germany,81.0,Other base metals; cermets; articles thereof,2391.0,,35.8885993,14.4476911,51.1638175,10.4478313
2005,2005.0,Export,Malta,Libya,81.0,Other base metals; cermets; articles thereof,10792.0,,35.8885993,14.4476911,26.8234472,18.1236723
2005,2005.0,Export,Malta,South Africa,81.0,Other base metals; cermets; articles thereof,8078.0,,35.8885993,14.4476911,-28.8166236,24.991639
