yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Import,Morocco,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3997707788.0,,31.1728205,-7.3362482,-36.8535712,174.7456809
2020,2020.0,Import,Morocco,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5801417.0,,31.1728205,-7.3362482,-2.4833826,117.8902853
2020,2020.0,Import,Morocco,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9203.0,,31.1728205,-7.3362482,33.0955793,44.1749775
2020,2020.0,Import,Morocco,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36415.0,,31.1728205,-7.3362482,52.865196,-7.9794599
2020,2020.0,Import,Morocco,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",144538263.0,,31.1728205,-7.3362482,42.6384261,12.674297
2020,2020.0,Import,Morocco,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",116.0,,31.1728205,-7.3362482,7.9897371,-5.5679458
2020,2020.0,Import,Morocco,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62468117.0,,31.1728205,-7.3362482,36.5748441,139.2394179
2020,2020.0,Import,Morocco,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",139.0,,31.1728205,-7.3362482,31.1667049,36.941628
2020,2020.0,Import,Morocco,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",79126482.0,,31.1728205,-7.3362482,,
2020,2020.0,Import,Morocco,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3015.0,,31.1728205,-7.3362482,56.8406494,24.7537645
2020,2020.0,Import,Morocco,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1632392.0,,31.1728205,-7.3362482,55.3500003,23.7499997
2020,2020.0,Import,Morocco,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",86317.0,,31.1728205,-7.3362482,49.8158683,6.1296751
2020,2020.0,Import,Morocco,"China, Macao SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1919.0,,31.1728205,-7.3362482,,
2020,2020.0,Import,Morocco,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",398359.0,,31.1728205,-7.3362482,4.5693754,102.2656823
2020,2020.0,Import,Morocco,Mali,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5953.0,,31.1728205,-7.3362482,16.3700359,-2.2900239
2020,2020.0,Import,Morocco,Malta,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1041.0,,31.1728205,-7.3362482,35.8885993,14.4476911
2020,2020.0,Import,Morocco,Mauritania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22616.0,,31.1728205,-7.3362482,20.2540382,-9.2399263
2020,2020.0,Import,Morocco,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13720898.0,,31.1728205,-7.3362482,23.6585116,-102.0077097
2020,2020.0,Import,Morocco,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6364123.0,,31.1728205,-7.3362482,,
2020,2020.0,Import,Morocco,Montenegro,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5829.0,,31.1728205,-7.3362482,42.9868853,19.5180992
2020,2020.0,Import,Morocco,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36296195.0,,31.1728205,-7.3362482,52.2434979,5.6343227
2020,2020.0,Import,Morocco,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",425639.0,,31.1728205,-7.3362482,60.5000209,9.0999715
2020,2020.0,Import,Morocco,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1627.0,,31.1728205,-7.3362482,30.3308401,71.247499
2020,2020.0,Import,Morocco,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",287.0,,31.1728205,-7.3362482,12.7503486,122.7312101
2020,2020.0,Import,Morocco,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",108468028.0,,31.1728205,-7.3362482,52.215933,19.134422
2020,2020.0,Import,Morocco,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",148296103.0,,31.1728205,-7.3362482,39.6621648,-8.1353519
2020,2020.0,Import,Morocco,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3741.0,,31.1728205,-7.3362482,25.3336984,51.2295295
2020,2020.0,Import,Morocco,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",344037570.0,,31.1728205,-7.3362482,45.9852129,24.6859225
2020,2020.0,Import,Morocco,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1021390.0,,31.1728205,-7.3362482,64.6863136,97.7453061
2020,2020.0,Import,Morocco,San Marino,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",302.0,,31.1728205,-7.3362482,43.9458623,12.458306
2020,2020.0,Import,Morocco,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54462.0,,31.1728205,-7.3362482,25.6242618,42.3528328
2020,2020.0,Import,Morocco,Senegal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16845.0,,31.1728205,-7.3362482,14.4750607,-14.4529612
2020,2020.0,Import,Morocco,Serbia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39780.0,,31.1728205,-7.3362482,44.1534121,20.55144
2020,2020.0,Import,Morocco,Seychelles,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19.0,,31.1728205,-7.3362482,-4.6574977,55.4540146
2020,2020.0,Import,Morocco,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3813.0,,31.1728205,-7.3362482,8.6400349,-11.8400269
2020,2020.0,Import,Morocco,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41869944.0,,31.1728205,-7.3362482,22.3511148,78.6677428
2020,2020.0,Import,Morocco,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",61.0,,31.1728205,-7.3362482,1.357107,103.8194992
2020,2020.0,Import,Morocco,Slovakia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",76914741.0,,31.1728205,-7.3362482,48.7411522,19.4528646
2020,2020.0,Import,Morocco,Viet Nam,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",196378.0,,31.1728205,-7.3362482,15.9266657,107.9650855
2020,2020.0,Import,Morocco,Slovenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17104618.0,,31.1728205,-7.3362482,45.8133113,14.4808369
2020,2020.0,Import,Morocco,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2901153.0,,31.1728205,-7.3362482,-28.8166236,24.991639
2020,2020.0,Import,Morocco,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",447070741.0,,31.1728205,-7.3362482,39.3260685,-4.8379791
2020,2020.0,Import,Morocco,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",307.0,,31.1728205,-7.3362482,14.5844444,29.4917691
2020,2020.0,Import,Morocco,Suriname,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",623.0,,31.1728205,-7.3362482,4.1413025,-56.0771187
2020,2020.0,Import,Morocco,Eswatini,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18411.0,,31.1728205,-7.3362482,-26.5624806,31.3991317
2020,2020.0,Import,Morocco,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",60612637.0,,31.1728205,-7.3362482,59.6749712,14.5208584
2020,2020.0,Import,Morocco,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1773531.0,,31.1728205,-7.3362482,46.7985624,8.2319736
2020,2020.0,Import,Morocco,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39594970.0,,31.1728205,-7.3362482,14.8971921,100.83273
2020,2020.0,Import,Morocco,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62546000.0,,31.1728205,-7.3362482,24.0002488,53.9994829
2020,2020.0,Import,Morocco,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5713575.0,,31.1728205,-7.3362482,33.8439408,9.400138
2020,2020.0,Import,Morocco,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",397235693.0,,31.1728205,-7.3362482,38.9597594,34.9249653
2020,2020.0,Import,Morocco,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7821.0,,31.1728205,-7.3362482,49.4871968,31.2718321
2020,2020.0,Import,Morocco,North Macedonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66.0,,31.1728205,-7.3362482,41.6171214,21.7168387
2020,2020.0,Import,Morocco,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40358.0,,31.1728205,-7.3362482,26.2540493,29.2675469
2020,2020.0,Import,Morocco,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",58898365.0,,31.1728205,-7.3362482,54.7023545,-3.2765753
2020,2020.0,Import,Morocco,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",58209142.0,,31.1728205,-7.3362482,39.7837304,-100.445882
2020,2020.0,Import,Morocco,Yemen,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",214.0,,31.1728205,-7.3362482,16.3471243,47.8915271
2020,2020.0,Import,Morocco,Zambia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1361.0,,31.1728205,-7.3362482,-14.5189121,27.5589884
