yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Export,Kuwait,World,81.0,Other base metals; cermets; articles thereof,35328.0,,29.2733964,47.4979476,-36.8535712,174.7456809
2011,2011.0,Export,Kuwait,Lebanon,81.0,Other base metals; cermets; articles thereof,17412.0,,29.2733964,47.4979476,33.8750629,35.843409
2011,2011.0,Export,Kuwait,Saudi Arabia,81.0,Other base metals; cermets; articles thereof,17916.0,,29.2733964,47.4979476,25.6242618,42.3528328
