yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Qatar,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8623993.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2016,2016.0,Re-Export,Qatar,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",207579.0,,25.3336984,51.2295295,-34.9964963,-64.9672817
2016,2016.0,Re-Export,Qatar,Bahrain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",64922.0,,25.3336984,51.2295295,26.1551249,50.5344606
2016,2016.0,Re-Export,Qatar,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14650.0,,25.3336984,51.2295295,50.6402809,4.6667145
2016,2016.0,Re-Export,Qatar,Chile,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",37890.0,,25.3336984,51.2295295,-31.7613365,-71.3187697
2016,2016.0,Re-Export,Qatar,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",31708.0,,25.3336984,51.2295295,35.000074,104.999927
2016,2016.0,Re-Export,Qatar,Colombia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",22719.0,,25.3336984,51.2295295,4.099917,-72.9088133
2016,2016.0,Re-Export,Qatar,Congo,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",54602.0,,25.3336984,51.2295295,-2.9814344,23.8222636
2016,2016.0,Re-Export,Qatar,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",479049.0,,25.3336984,51.2295295,46.603354,1.8883335
2016,2016.0,Re-Export,Qatar,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1769037.0,,25.3336984,51.2295295,51.1638175,10.4478313
2016,2016.0,Re-Export,Qatar,Ghana,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",27419.0,,25.3336984,51.2295295,8.0300284,-1.0800271
2016,2016.0,Re-Export,Qatar,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",51066.0,,25.3336984,51.2295295,42.6384261,12.674297
2016,2016.0,Re-Export,Qatar,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",37704.0,,25.3336984,51.2295295,,
2016,2016.0,Re-Export,Qatar,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",441914.0,,25.3336984,51.2295295,29.2733964,47.4979476
2016,2016.0,Re-Export,Qatar,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",39291.0,,25.3336984,51.2295295,33.8750629,35.843409
2016,2016.0,Re-Export,Qatar,Malta,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",41773.0,,25.3336984,51.2295295,35.8885993,14.4476911
2016,2016.0,Re-Export,Qatar,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",102929.0,,25.3336984,51.2295295,21.0000287,57.0036901
2016,2016.0,Re-Export,Qatar,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",35405.0,,25.3336984,51.2295295,52.2434979,5.6343227
2016,2016.0,Re-Export,Qatar,Nigeria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",22475.0,,25.3336984,51.2295295,9.6000359,7.9999721
2016,2016.0,Re-Export,Qatar,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",52988.0,,25.3336984,51.2295295,30.3308401,71.247499
2016,2016.0,Re-Export,Qatar,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",490986.0,,25.3336984,51.2295295,25.6242618,42.3528328
2016,2016.0,Re-Export,Qatar,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",32092.0,,25.3336984,51.2295295,1.357107,103.8194992
2016,2016.0,Re-Export,Qatar,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",205373.0,,25.3336984,51.2295295,46.7985624,8.2319736
2016,2016.0,Re-Export,Qatar,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3930204.0,,25.3336984,51.2295295,24.0002488,53.9994829
2016,2016.0,Re-Export,Qatar,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",43814.0,,25.3336984,51.2295295,38.9597594,34.9249653
2016,2016.0,Re-Export,Qatar,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",140936.0,,25.3336984,51.2295295,54.7023545,-3.2765753
2016,2016.0,Re-Export,Qatar,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",245453.0,,25.3336984,51.2295295,39.7837304,-100.445882
