yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Import,Jordan,World,81.0,Other base metals; cermets; articles thereof,127574.0,,31.1667049,36.941628,-36.8535712,174.7456809
2005,2005.0,Import,Jordan,Belgium,81.0,Other base metals; cermets; articles thereof,1234.0,,31.1667049,36.941628,50.6402809,4.6667145
2005,2005.0,Import,Jordan,China,81.0,Other base metals; cermets; articles thereof,38418.0,,31.1667049,36.941628,35.000074,104.999927
2005,2005.0,Import,Jordan,Germany,81.0,Other base metals; cermets; articles thereof,56427.0,,31.1667049,36.941628,51.1638175,10.4478313
2005,2005.0,Import,Jordan,Switzerland,81.0,Other base metals; cermets; articles thereof,6190.0,,31.1667049,36.941628,46.7985624,8.2319736
2005,2005.0,Import,Jordan,United Arab Emirates,81.0,Other base metals; cermets; articles thereof,1044.0,,31.1667049,36.941628,24.0002488,53.9994829
2005,2005.0,Import,Jordan,United Kingdom,81.0,Other base metals; cermets; articles thereof,11511.0,,31.1667049,36.941628,54.7023545,-3.2765753
2005,2005.0,Import,Jordan,USA,81.0,Other base metals; cermets; articles thereof,12750.0,,31.1667049,36.941628,39.7837304,-100.445882
