yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Re-Export,Saudi Arabia,World,23.0,Residues and waste from the food industries; prepared animal fodder,741868.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2010,2010.0,Re-Export,Saudi Arabia,Iran,23.0,Residues and waste from the food industries; prepared animal fodder,650134.0,,25.6242618,42.3528328,32.6475314,54.5643516
2010,2010.0,Re-Export,Saudi Arabia,Qatar,23.0,Residues and waste from the food industries; prepared animal fodder,51733.0,,25.6242618,42.3528328,25.3336984,51.2295295
2010,2010.0,Re-Export,Saudi Arabia,United Arab Emirates,23.0,Residues and waste from the food industries; prepared animal fodder,40000.0,,25.6242618,42.3528328,24.0002488,53.9994829
