yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Export,Azerbaijan,World,11.0,Products of the milling industry; malt; starches; inulin,234702.0,,40.3936294,47.7872508,-36.8535712,174.7456809
2004,2004.0,Export,Azerbaijan,Austria,11.0,Products of the milling industry; malt; starches; inulin,63000.0,,40.3936294,47.7872508,47.59397,14.12456
2004,2004.0,Export,Azerbaijan,Georgia,11.0,Products of the milling industry; malt; starches; inulin,157684.0,,40.3936294,47.7872508,32.3293809,-83.1137366
2004,2004.0,Export,Azerbaijan,Germany,11.0,Products of the milling industry; malt; starches; inulin,14018.0,,40.3936294,47.7872508,51.1638175,10.4478313
