yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Export,Qatar,World,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,215860.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2009,2009.0,Export,Qatar,China,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,110060.0,,25.3336984,51.2295295,35.000074,104.999927
2009,2009.0,Export,Qatar,Kuwait,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,59190.0,,25.3336984,51.2295295,29.2733964,47.4979476
2009,2009.0,Export,Qatar,Lebanon,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,3767.0,,25.3336984,51.2295295,33.8750629,35.843409
2009,2009.0,Export,Qatar,United Arab Emirates,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,37328.0,,25.3336984,51.2295295,24.0002488,53.9994829
2009,2009.0,Export,Qatar,Egypt,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,5515.0,,25.3336984,51.2295295,26.2540493,29.2675469
