yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Re-Export,Oman,World,11.0,Products of the milling industry; malt; starches; inulin,53327.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2010,2010.0,Re-Export,Oman,Somalia,11.0,Products of the milling industry; malt; starches; inulin,13823.0,,21.0000287,57.0036901,8.3676771,49.083416
2010,2010.0,Re-Export,Oman,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin,29709.0,,21.0000287,57.0036901,24.0002488,53.9994829
2010,2010.0,Re-Export,Oman,United Kingdom,11.0,Products of the milling industry; malt; starches; inulin,9795.0,,21.0000287,57.0036901,54.7023545,-3.2765753
