yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Export,Libya,World,25.0,Salt; sulfur; earths and stone; plastering materials,708417.0,,26.8234472,18.1236723,-36.8535712,174.7456809
2018,2018.0,Export,Libya,Italy,25.0,Salt; sulfur; earths and stone; plastering materials,3257.0,,26.8234472,18.1236723,42.6384261,12.674297
2018,2018.0,Export,Libya,Niger,25.0,Salt; sulfur; earths and stone; plastering materials,1000.0,,26.8234472,18.1236723,17.7356214,9.3238432
2018,2018.0,Export,Libya,Qatar,25.0,Salt; sulfur; earths and stone; plastering materials,15111.0,,26.8234472,18.1236723,25.3336984,51.2295295
2018,2018.0,Export,Libya,India,25.0,Salt; sulfur; earths and stone; plastering materials,2884.0,,26.8234472,18.1236723,22.3511148,78.6677428
2018,2018.0,Export,Libya,United Arab Emirates,25.0,Salt; sulfur; earths and stone; plastering materials,11889.0,,26.8234472,18.1236723,24.0002488,53.9994829
2018,2018.0,Export,Libya,Tunisia,25.0,Salt; sulfur; earths and stone; plastering materials,671495.0,,26.8234472,18.1236723,33.8439408,9.400138
2018,2018.0,Export,Libya,Turkey,25.0,Salt; sulfur; earths and stone; plastering materials,2781.0,,26.8234472,18.1236723,38.9597594,34.9249653
