yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Re-Export,Qatar,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,158780.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2011,2011.0,Re-Export,Qatar,Bahrain,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,3984.0,,25.3336984,51.2295295,26.1551249,50.5344606
2011,2011.0,Re-Export,Qatar,Kuwait,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,20490.0,,25.3336984,51.2295295,29.2733964,47.4979476
2011,2011.0,Re-Export,Qatar,Oman,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,26073.0,,25.3336984,51.2295295,21.0000287,57.0036901
2011,2011.0,Re-Export,Qatar,Saudi Arabia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,15879.0,,25.3336984,51.2295295,25.6242618,42.3528328
2011,2011.0,Re-Export,Qatar,India,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,38787.0,,25.3336984,51.2295295,22.3511148,78.6677428
2011,2011.0,Re-Export,Qatar,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,53568.0,,25.3336984,51.2295295,24.0002488,53.9994829
