yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Import,Oman,World,81.0,Other base metals; cermets; articles thereof,1253950.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2007,2007.0,Import,Oman,China,81.0,Other base metals; cermets; articles thereof,197251.0,,21.0000287,57.0036901,35.000074,104.999927
2007,2007.0,Import,Oman,France,81.0,Other base metals; cermets; articles thereof,10088.0,,21.0000287,57.0036901,46.603354,1.8883335
2007,2007.0,Import,Oman,Japan,81.0,Other base metals; cermets; articles thereof,125329.0,,21.0000287,57.0036901,36.5748441,139.2394179
2007,2007.0,Import,Oman,Rep. of Korea,81.0,Other base metals; cermets; articles thereof,222884.0,,21.0000287,57.0036901,,
2007,2007.0,Import,Oman,Norway,81.0,Other base metals; cermets; articles thereof,4468.0,,21.0000287,57.0036901,60.5000209,9.0999715
2007,2007.0,Import,Oman,India,81.0,Other base metals; cermets; articles thereof,615841.0,,21.0000287,57.0036901,22.3511148,78.6677428
2007,2007.0,Import,Oman,United Arab Emirates,81.0,Other base metals; cermets; articles thereof,67446.0,,21.0000287,57.0036901,24.0002488,53.9994829
2007,2007.0,Import,Oman,United Kingdom,81.0,Other base metals; cermets; articles thereof,2031.0,,21.0000287,57.0036901,54.7023545,-3.2765753
2007,2007.0,Import,Oman,USA,81.0,Other base metals; cermets; articles thereof,8611.0,,21.0000287,57.0036901,39.7837304,-100.445882
