yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Export,Bahrain,World,15.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,157165.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2010,2010.0,Export,Bahrain,Indonesia,15.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,15000.0,,26.1551249,50.5344606,-2.4833826,117.8902853
2010,2010.0,Export,Bahrain,Pakistan,15.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,97926.0,,26.1551249,50.5344606,30.3308401,71.247499
2010,2010.0,Export,Bahrain,Saudi Arabia,15.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,2457.0,,26.1551249,50.5344606,25.6242618,42.3528328
2010,2010.0,Export,Bahrain,Syria,15.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,19479.0,,26.1551249,50.5344606,34.6401861,39.0494106
2010,2010.0,Export,Bahrain,United Arab Emirates,15.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,9383.0,,26.1551249,50.5344606,24.0002488,53.9994829
2010,2010.0,Export,Bahrain,Egypt,15.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,12253.0,,26.1551249,50.5344606,26.2540493,29.2675469
2010,2010.0,Export,Bahrain,Bunkers,15.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,668.0,,26.1551249,50.5344606,42.18544695,-71.13717580263157
