yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Re-Export,Pakistan,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,817781.0,,30.3308401,71.247499,-36.8535712,174.7456809
2011,2011.0,Re-Export,Pakistan,Canada,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,764.0,,30.3308401,71.247499,61.0666922,-107.991707
2011,2011.0,Re-Export,Pakistan,China,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,303263.0,,30.3308401,71.247499,35.000074,104.999927
2011,2011.0,Re-Export,Pakistan,Germany,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,5.0,,30.3308401,71.247499,51.1638175,10.4478313
2011,2011.0,Re-Export,Pakistan,Singapore,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,24701.0,,30.3308401,71.247499,1.357107,103.8194992
2011,2011.0,Re-Export,Pakistan,United Arab Emirates,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,2501.0,,30.3308401,71.247499,24.0002488,53.9994829
2011,2011.0,Re-Export,Pakistan,United Kingdom,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,49.0,,30.3308401,71.247499,54.7023545,-3.2765753
2011,2011.0,Re-Export,Pakistan,USA,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,486498.0,,30.3308401,71.247499,39.7837304,-100.445882
