yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Re-Import,Pakistan,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,11201.0,,30.3308401,71.247499,-36.8535712,174.7456809
2020,2020.0,Re-Import,Pakistan,China,35.0,Albuminoidal substances; modified starches; glues; enzymes,4953.0,,30.3308401,71.247499,35.000074,104.999927
2020,2020.0,Re-Import,Pakistan,France,35.0,Albuminoidal substances; modified starches; glues; enzymes,16.0,,30.3308401,71.247499,46.603354,1.8883335
2020,2020.0,Re-Import,Pakistan,Eswatini,35.0,Albuminoidal substances; modified starches; glues; enzymes,1616.0,,30.3308401,71.247499,-26.5624806,31.3991317
2020,2020.0,Re-Import,Pakistan,Thailand,35.0,Albuminoidal substances; modified starches; glues; enzymes,4614.0,,30.3308401,71.247499,14.8971921,100.83273
