yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Export,Comoros,World,64.0,Footwear; gaiters and the like; parts of such articles,38183.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2019,2019.0,Export,Comoros,Madagascar,64.0,Footwear; gaiters and the like; parts of such articles,38071.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
2019,2019.0,Export,Comoros,South Africa,64.0,Footwear; gaiters and the like; parts of such articles,111.0,,-12.2045176,44.2832964,-28.8166236,24.991639
