yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Export,Morocco,World,36.0,Explosives; pyrotechnic products; matches,292430.0,,31.1728205,-7.3362482,-36.8535712,174.7456809
2006,2006.0,Export,Morocco,Equatorial Guinea,36.0,Explosives; pyrotechnic products; matches,291907.0,,31.1728205,-7.3362482,1.613172,10.5170357
2006,2006.0,Export,Morocco,Free Zones,36.0,Explosives; pyrotechnic products; matches,523.0,,31.1728205,-7.3362482,5.57675525,-0.1653113957934536
