yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Re-Export,Pakistan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14280845.0,,30.3308401,71.247499,-36.8535712,174.7456809
2019,2019.0,Re-Export,Pakistan,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2770942.0,,30.3308401,71.247499,24.4769288,90.2934413
2019,2019.0,Re-Export,Pakistan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2135645.0,,30.3308401,71.247499,35.000074,104.999927
2019,2019.0,Re-Export,Pakistan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",57077.0,,30.3308401,71.247499,46.603354,1.8883335
2019,2019.0,Re-Export,Pakistan,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7877.0,,30.3308401,71.247499,-2.4833826,117.8902853
2019,2019.0,Re-Export,Pakistan,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",145404.0,,30.3308401,71.247499,36.5748441,139.2394179
2019,2019.0,Re-Export,Pakistan,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",152865.0,,30.3308401,71.247499,1.4419683,38.4313975
2019,2019.0,Re-Export,Pakistan,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2787.0,,30.3308401,71.247499,4.5693754,102.2656823
2019,2019.0,Re-Export,Pakistan,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3496535.0,,30.3308401,71.247499,21.0000287,57.0036901
2019,2019.0,Re-Export,Pakistan,Nepal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",942834.0,,30.3308401,71.247499,28.1083929,84.0917139
2019,2019.0,Re-Export,Pakistan,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1659055.0,,30.3308401,71.247499,25.3336984,51.2295295
2019,2019.0,Re-Export,Pakistan,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",144451.0,,30.3308401,71.247499,8.6400349,-11.8400269
2019,2019.0,Re-Export,Pakistan,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",156137.0,,30.3308401,71.247499,59.6749712,14.5208584
2019,2019.0,Re-Export,Pakistan,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15621.0,,30.3308401,71.247499,46.7985624,8.2319736
2019,2019.0,Re-Export,Pakistan,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",180807.0,,30.3308401,71.247499,14.8971921,100.83273
2019,2019.0,Re-Export,Pakistan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1111301.0,,30.3308401,71.247499,24.0002488,53.9994829
2019,2019.0,Re-Export,Pakistan,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",383357.0,,30.3308401,71.247499,54.7023545,-3.2765753
2019,2019.0,Re-Export,Pakistan,United Rep. of Tanzania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",918142.0,,30.3308401,71.247499,,
