yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Export,Armenia,World,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,23637.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2011,2011.0,Export,Armenia,Germany,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,21286.0,,40.7696272,44.6736646,51.1638175,10.4478313
2011,2011.0,Export,Armenia,Italy,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,2351.0,,40.7696272,44.6736646,42.6384261,12.674297
