yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Import,Afghanistan,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",445362.0,,33.7680065,66.2385139,-36.8535712,174.7456809
2018,2018.0,Import,Afghanistan,Bangladesh,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",694.0,,33.7680065,66.2385139,24.4769288,90.2934413
2018,2018.0,Import,Afghanistan,Sri Lanka,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",156.0,,33.7680065,66.2385139,7.5554942,80.7137847
2018,2018.0,Import,Afghanistan,China,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",148676.0,,33.7680065,66.2385139,35.000074,104.999927
2018,2018.0,Import,Afghanistan,Rep. of Korea,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2738.0,,33.7680065,66.2385139,,
2018,2018.0,Import,Afghanistan,Malaysia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",35138.0,,33.7680065,66.2385139,4.5693754,102.2656823
2018,2018.0,Import,Afghanistan,Pakistan,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",244511.0,,33.7680065,66.2385139,30.3308401,71.247499
2018,2018.0,Import,Afghanistan,India,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",12764.0,,33.7680065,66.2385139,22.3511148,78.6677428
2018,2018.0,Import,Afghanistan,Thailand,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",681.0,,33.7680065,66.2385139,14.8971921,100.83273
