yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Import,Bahrain,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1679773987.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2016,2016.0,Import,Bahrain,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",75.0,,26.1551249,50.5344606,41.000028,19.9999619
2016,2016.0,Import,Bahrain,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5975.0,,26.1551249,50.5344606,-34.9964963,-64.9672817
2016,2016.0,Import,Bahrain,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25849475.0,,26.1551249,50.5344606,-24.7761086,134.755
2016,2016.0,Import,Bahrain,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3897801.0,,26.1551249,50.5344606,47.59397,14.12456
2016,2016.0,Import,Bahrain,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21925.0,,26.1551249,50.5344606,26.1551249,50.5344606
2016,2016.0,Import,Bahrain,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6693.0,,26.1551249,50.5344606,24.4769288,90.2934413
2016,2016.0,Import,Bahrain,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1108386.0,,26.1551249,50.5344606,50.6402809,4.6667145
2016,2016.0,Import,Bahrain,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11697.0,,26.1551249,50.5344606,44.3053476,17.5961467
2016,2016.0,Import,Bahrain,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",404678.0,,26.1551249,50.5344606,-10.3333333,-53.2
2016,2016.0,Import,Bahrain,Belize,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",161.0,,26.1551249,50.5344606,16.8259793,-88.7600927
2016,2016.0,Import,Bahrain,Brunei Darussalam,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1602.0,,26.1551249,50.5344606,4.4137155,114.5653908
2016,2016.0,Import,Bahrain,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8235.0,,26.1551249,50.5344606,42.6073975,25.4856617
2016,2016.0,Import,Bahrain,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3497.0,,26.1551249,50.5344606,12.5433216,104.8144914
2016,2016.0,Import,Bahrain,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7576.0,,26.1551249,50.5344606,4.6125522,13.1535811
2016,2016.0,Import,Bahrain,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19435718.0,,26.1551249,50.5344606,61.0666922,-107.991707
2016,2016.0,Import,Bahrain,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1969.0,,26.1551249,50.5344606,7.5554942,80.7137847
2016,2016.0,Import,Bahrain,Chad,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",887.0,,26.1551249,50.5344606,15.6134137,19.0156172
2016,2016.0,Import,Bahrain,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43412635.0,,26.1551249,50.5344606,35.000074,104.999927
2016,2016.0,Import,Bahrain,Costa Rica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1089.0,,26.1551249,50.5344606,10.2735633,-84.0739102
2016,2016.0,Import,Bahrain,Cuba,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9758.0,,26.1551249,50.5344606,23.0131338,-80.8328748
2016,2016.0,Import,Bahrain,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8725414.0,,26.1551249,50.5344606,49.7439047,15.3381061
2016,2016.0,Import,Bahrain,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35543.0,,26.1551249,50.5344606,55.670249,10.3333283
2016,2016.0,Import,Bahrain,Ecuador,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2628.0,,26.1551249,50.5344606,-1.3397668,-79.3666965
2016,2016.0,Import,Bahrain,El Salvador,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4578.0,,26.1551249,50.5344606,13.8000382,-88.9140683
2016,2016.0,Import,Bahrain,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11290.0,,26.1551249,50.5344606,58.7523778,25.3319078
2016,2016.0,Import,Bahrain,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8632.0,,26.1551249,50.5344606,63.2467777,25.9209164
2016,2016.0,Import,Bahrain,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4686321.0,,26.1551249,50.5344606,46.603354,1.8883335
2016,2016.0,Import,Bahrain,French Polynesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20952.0,,26.1551249,50.5344606,-17.0243749,-144.6434898
2016,2016.0,Import,Bahrain,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",457.0,,26.1551249,50.5344606,32.3293809,-83.1137366
2016,2016.0,Import,Bahrain,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",145943886.0,,26.1551249,50.5344606,51.1638175,10.4478313
2016,2016.0,Import,Bahrain,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26710.0,,26.1551249,50.5344606,38.9953683,21.9877132
2016,2016.0,Import,Bahrain,Honduras,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",252.0,,26.1551249,50.5344606,15.2572432,-86.0755145
2016,2016.0,Import,Bahrain,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20819.0,,26.1551249,50.5344606,22.350627,114.1849161
2016,2016.0,Import,Bahrain,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3379876.0,,26.1551249,50.5344606,47.1817585,19.5060937
2016,2016.0,Import,Bahrain,Iceland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17.0,,26.1551249,50.5344606,64.9841821,-18.1059013
2016,2016.0,Import,Bahrain,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21496069.0,,26.1551249,50.5344606,-2.4833826,117.8902853
2016,2016.0,Import,Bahrain,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",887.0,,26.1551249,50.5344606,32.6475314,54.5643516
2016,2016.0,Import,Bahrain,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25925.0,,26.1551249,50.5344606,52.865196,-7.9794599
2016,2016.0,Import,Bahrain,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29374903.0,,26.1551249,50.5344606,42.6384261,12.674297
2016,2016.0,Import,Bahrain,Jamaica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8943.0,,26.1551249,50.5344606,18.1850507,-77.3947693
2016,2016.0,Import,Bahrain,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",708945720.0,,26.1551249,50.5344606,36.5748441,139.2394179
2016,2016.0,Import,Bahrain,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",74651.0,,26.1551249,50.5344606,31.1667049,36.941628
2016,2016.0,Import,Bahrain,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",141108.0,,26.1551249,50.5344606,1.4419683,38.4313975
2016,2016.0,Import,Bahrain,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",92895522.0,,26.1551249,50.5344606,,
2016,2016.0,Import,Bahrain,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24729.0,,26.1551249,50.5344606,29.2733964,47.4979476
2016,2016.0,Import,Bahrain,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",186.0,,26.1551249,50.5344606,56.8406494,24.7537645
2016,2016.0,Import,Bahrain,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",76.0,,26.1551249,50.5344606,55.3500003,23.7499997
2016,2016.0,Import,Bahrain,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10227.0,,26.1551249,50.5344606,49.8158683,6.1296751
2016,2016.0,Import,Bahrain,"China, Macao SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",146.0,,26.1551249,50.5344606,,
2016,2016.0,Import,Bahrain,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",585757.0,,26.1551249,50.5344606,4.5693754,102.2656823
2016,2016.0,Import,Bahrain,Mali,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",256.0,,26.1551249,50.5344606,16.3700359,-2.2900239
2016,2016.0,Import,Bahrain,Malta,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42565.0,,26.1551249,50.5344606,35.8885993,14.4476911
2016,2016.0,Import,Bahrain,Mauritius,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7978.0,,26.1551249,50.5344606,-20.2759451,57.5703566
2016,2016.0,Import,Bahrain,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7685584.0,,26.1551249,50.5344606,23.6585116,-102.0077097
2016,2016.0,Import,Bahrain,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37798499.0,,26.1551249,50.5344606,,
2016,2016.0,Import,Bahrain,Montenegro,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4298.0,,26.1551249,50.5344606,42.9868853,19.5180992
2016,2016.0,Import,Bahrain,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",756558.0,,26.1551249,50.5344606,31.1728205,-7.3362482
2016,2016.0,Import,Bahrain,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",144233.0,,26.1551249,50.5344606,21.0000287,57.0036901
2016,2016.0,Import,Bahrain,Namibia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11204.0,,26.1551249,50.5344606,-23.2335499,17.3231107
2016,2016.0,Import,Bahrain,Nauru,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1541.0,,26.1551249,50.5344606,-0.5252306,166.9324426
2016,2016.0,Import,Bahrain,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",552424.0,,26.1551249,50.5344606,52.2434979,5.6343227
2016,2016.0,Import,Bahrain,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13490.0,,26.1551249,50.5344606,-41.5000831,172.8344077
2016,2016.0,Import,Bahrain,Nicaragua,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",767.0,,26.1551249,50.5344606,12.6090157,-85.2936911
2016,2016.0,Import,Bahrain,Niger,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",64.0,,26.1551249,50.5344606,17.7356214,9.3238432
2016,2016.0,Import,Bahrain,"Other Europe, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5178.0,,26.1551249,50.5344606,,
2016,2016.0,Import,Bahrain,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",78359.0,,26.1551249,50.5344606,60.5000209,9.0999715
2016,2016.0,Import,Bahrain,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",46773.0,,26.1551249,50.5344606,30.3308401,71.247499
2016,2016.0,Import,Bahrain,Panama,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4523.0,,26.1551249,50.5344606,8.559559,-81.1308434
2016,2016.0,Import,Bahrain,Peru,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",359.0,,26.1551249,50.5344606,-6.8699697,-75.0458515
2016,2016.0,Import,Bahrain,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",108128.0,,26.1551249,50.5344606,12.7503486,122.7312101
2016,2016.0,Import,Bahrain,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",794665.0,,26.1551249,50.5344606,52.215933,19.134422
2016,2016.0,Import,Bahrain,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",156540.0,,26.1551249,50.5344606,39.6621648,-8.1353519
2016,2016.0,Import,Bahrain,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54980.0,,26.1551249,50.5344606,25.3336984,51.2295295
