yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Export,Kuwait,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6681706.0,,29.2733964,47.4979476,-36.8535712,174.7456809
2018,2018.0,Export,Kuwait,Albania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",62319.0,,29.2733964,47.4979476,41.000028,19.9999619
2018,2018.0,Export,Kuwait,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6547.0,,29.2733964,47.4979476,-24.7761086,134.755
2018,2018.0,Export,Kuwait,Bahrain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",45007.0,,29.2733964,47.4979476,26.1551249,50.5344606
2018,2018.0,Export,Kuwait,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",35437.0,,29.2733964,47.4979476,50.6402809,4.6667145
2018,2018.0,Export,Kuwait,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3742.0,,29.2733964,47.4979476,-10.3333333,-53.2
2018,2018.0,Export,Kuwait,Brunei Darussalam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",23073.0,,29.2733964,47.4979476,4.4137155,114.5653908
2018,2018.0,Export,Kuwait,Cameroon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",17719.0,,29.2733964,47.4979476,4.6125522,13.1535811
2018,2018.0,Export,Kuwait,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2525.0,,29.2733964,47.4979476,61.0666922,-107.991707
2018,2018.0,Export,Kuwait,Chad,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4633.0,,29.2733964,47.4979476,15.6134137,19.0156172
2018,2018.0,Export,Kuwait,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",21482.0,,29.2733964,47.4979476,35.000074,104.999927
2018,2018.0,Export,Kuwait,Croatia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",65464.0,,29.2733964,47.4979476,45.5643442,17.0118954
2018,2018.0,Export,Kuwait,Estonia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2042.0,,29.2733964,47.4979476,58.7523778,25.3319078
2018,2018.0,Export,Kuwait,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",149057.0,,29.2733964,47.4979476,46.603354,1.8883335
2018,2018.0,Export,Kuwait,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",383441.0,,29.2733964,47.4979476,51.1638175,10.4478313
2018,2018.0,Export,Kuwait,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",25677.0,,29.2733964,47.4979476,22.350627,114.1849161
2018,2018.0,Export,Kuwait,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",135987.0,,29.2733964,47.4979476,-2.4833826,117.8902853
2018,2018.0,Export,Kuwait,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",33219.0,,29.2733964,47.4979476,32.6475314,54.5643516
2018,2018.0,Export,Kuwait,Iraq,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",46147.0,,29.2733964,47.4979476,33.0955793,44.1749775
2018,2018.0,Export,Kuwait,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",83766.0,,29.2733964,47.4979476,42.6384261,12.674297
2018,2018.0,Export,Kuwait,Jordan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",43375.0,,29.2733964,47.4979476,31.1667049,36.941628
2018,2018.0,Export,Kuwait,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2967.0,,29.2733964,47.4979476,33.8750629,35.843409
2018,2018.0,Export,Kuwait,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",542768.0,,29.2733964,47.4979476,26.8234472,18.1236723
2018,2018.0,Export,Kuwait,Morocco,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14138.0,,29.2733964,47.4979476,31.1728205,-7.3362482
2018,2018.0,Export,Kuwait,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",61274.0,,29.2733964,47.4979476,21.0000287,57.0036901
2018,2018.0,Export,Kuwait,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11461.0,,29.2733964,47.4979476,52.2434979,5.6343227
2018,2018.0,Export,Kuwait,New Zealand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",31945.0,,29.2733964,47.4979476,-41.5000831,172.8344077
2018,2018.0,Export,Kuwait,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3001.0,,29.2733964,47.4979476,60.5000209,9.0999715
2018,2018.0,Export,Kuwait,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",65945.0,,29.2733964,47.4979476,30.3308401,71.247499
2018,2018.0,Export,Kuwait,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",65179.0,,29.2733964,47.4979476,12.7503486,122.7312101
2018,2018.0,Export,Kuwait,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",34412.0,,29.2733964,47.4979476,39.6621648,-8.1353519
2018,2018.0,Export,Kuwait,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",910520.0,,29.2733964,47.4979476,25.3336984,51.2295295
2018,2018.0,Export,Kuwait,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14239.0,,29.2733964,47.4979476,45.9852129,24.6859225
2018,2018.0,Export,Kuwait,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",494391.0,,29.2733964,47.4979476,25.6242618,42.3528328
2018,2018.0,Export,Kuwait,Sierra Leone,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",887.0,,29.2733964,47.4979476,8.6400349,-11.8400269
2018,2018.0,Export,Kuwait,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",127398.0,,29.2733964,47.4979476,22.3511148,78.6677428
2018,2018.0,Export,Kuwait,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",79869.0,,29.2733964,47.4979476,1.357107,103.8194992
2018,2018.0,Export,Kuwait,Viet Nam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4303.0,,29.2733964,47.4979476,15.9266657,107.9650855
2018,2018.0,Export,Kuwait,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",18282.0,,29.2733964,47.4979476,39.3260685,-4.8379791
2018,2018.0,Export,Kuwait,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13015.0,,29.2733964,47.4979476,46.7985624,8.2319736
2018,2018.0,Export,Kuwait,Syria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",988.0,,29.2733964,47.4979476,34.6401861,39.0494106
2018,2018.0,Export,Kuwait,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",94480.0,,29.2733964,47.4979476,14.8971921,100.83273
2018,2018.0,Export,Kuwait,Trinidad and Tobago,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11050.0,,29.2733964,47.4979476,10.7466905,-61.0840075
2018,2018.0,Export,Kuwait,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1571704.0,,29.2733964,47.4979476,24.0002488,53.9994829
2018,2018.0,Export,Kuwait,Tunisia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14821.0,,29.2733964,47.4979476,33.8439408,9.400138
2018,2018.0,Export,Kuwait,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",148085.0,,29.2733964,47.4979476,38.9597594,34.9249653
2018,2018.0,Export,Kuwait,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8524.0,,29.2733964,47.4979476,49.4871968,31.2718321
