yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Re-Export,Oman,World,11.0,Products of the milling industry; malt; starches; inulin,577818.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2007,2007.0,Re-Export,Oman,Saudi Arabia,11.0,Products of the milling industry; malt; starches; inulin,86562.0,,21.0000287,57.0036901,25.6242618,42.3528328
2007,2007.0,Re-Export,Oman,Somalia,11.0,Products of the milling industry; malt; starches; inulin,470190.0,,21.0000287,57.0036901,8.3676771,49.083416
2007,2007.0,Re-Export,Oman,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin,21066.0,,21.0000287,57.0036901,24.0002488,53.9994829
