yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2021,2021.0,Re-Export,Armenia,World,64.0,Footwear; gaiters and the like; parts of such articles,21738.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2021,2021.0,Re-Export,Armenia,France,64.0,Footwear; gaiters and the like; parts of such articles,649.0,,40.7696272,44.6736646,46.603354,1.8883335
2021,2021.0,Re-Export,Armenia,Georgia,64.0,Footwear; gaiters and the like; parts of such articles,3481.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2021,2021.0,Re-Export,Armenia,Germany,64.0,Footwear; gaiters and the like; parts of such articles,764.0,,40.7696272,44.6736646,51.1638175,10.4478313
2021,2021.0,Re-Export,Armenia,Italy,64.0,Footwear; gaiters and the like; parts of such articles,2420.0,,40.7696272,44.6736646,42.6384261,12.674297
2021,2021.0,Re-Export,Armenia,Netherlands,64.0,Footwear; gaiters and the like; parts of such articles,14423.0,,40.7696272,44.6736646,52.2434979,5.6343227
