yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Import,Algeria,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",188657527.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2014,2014.0,Import,Algeria,Angola,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",868.0,,28.0000272,2.9999825,-11.8775768,17.5691241
2014,2014.0,Import,Algeria,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",120.0,,28.0000272,2.9999825,-34.9964963,-64.9672817
2014,2014.0,Import,Algeria,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8337.0,,28.0000272,2.9999825,-24.7761086,134.755
2014,2014.0,Import,Algeria,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",632089.0,,28.0000272,2.9999825,47.59397,14.12456
2014,2014.0,Import,Algeria,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4357897.0,,28.0000272,2.9999825,50.6402809,4.6667145
2014,2014.0,Import,Algeria,Bosnia Herzegovina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",27124.0,,28.0000272,2.9999825,44.3053476,17.5961467
2014,2014.0,Import,Algeria,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",486279.0,,28.0000272,2.9999825,-10.3333333,-53.2
2014,2014.0,Import,Algeria,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",31864.0,,28.0000272,2.9999825,42.6073975,25.4856617
2014,2014.0,Import,Algeria,Belarus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",20291.0,,28.0000272,2.9999825,53.4250605,27.6971358
2014,2014.0,Import,Algeria,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",344918.0,,28.0000272,2.9999825,61.0666922,-107.991707
2014,2014.0,Import,Algeria,Chile,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",16288.0,,28.0000272,2.9999825,-31.7613365,-71.3187697
2014,2014.0,Import,Algeria,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",38672562.0,,28.0000272,2.9999825,35.000074,104.999927
2014,2014.0,Import,Algeria,Colombia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",395.0,,28.0000272,2.9999825,4.099917,-72.9088133
2014,2014.0,Import,Algeria,Croatia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",125214.0,,28.0000272,2.9999825,45.5643442,17.0118954
2014,2014.0,Import,Algeria,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",404613.0,,28.0000272,2.9999825,49.7439047,15.3381061
2014,2014.0,Import,Algeria,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",77175.0,,28.0000272,2.9999825,55.670249,10.3333283
2014,2014.0,Import,Algeria,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",104047.0,,28.0000272,2.9999825,63.2467777,25.9209164
2014,2014.0,Import,Algeria,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",28413374.0,,28.0000272,2.9999825,46.603354,1.8883335
2014,2014.0,Import,Algeria,Georgia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13774.0,,28.0000272,2.9999825,32.3293809,-83.1137366
2014,2014.0,Import,Algeria,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8140699.0,,28.0000272,2.9999825,51.1638175,10.4478313
2014,2014.0,Import,Algeria,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",763584.0,,28.0000272,2.9999825,38.9953683,21.9877132
2014,2014.0,Import,Algeria,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",21277.0,,28.0000272,2.9999825,22.350627,114.1849161
2014,2014.0,Import,Algeria,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",151731.0,,28.0000272,2.9999825,47.1817585,19.5060937
2014,2014.0,Import,Algeria,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8971.0,,28.0000272,2.9999825,-2.4833826,117.8902853
2014,2014.0,Import,Algeria,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1452.0,,28.0000272,2.9999825,32.6475314,54.5643516
2014,2014.0,Import,Algeria,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",189531.0,,28.0000272,2.9999825,52.865196,-7.9794599
2014,2014.0,Import,Algeria,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",21843707.0,,28.0000272,2.9999825,42.6384261,12.674297
2014,2014.0,Import,Algeria,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",595951.0,,28.0000272,2.9999825,36.5748441,139.2394179
2014,2014.0,Import,Algeria,Kenya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10259.0,,28.0000272,2.9999825,1.4419683,38.4313975
2014,2014.0,Import,Algeria,Dem. People's Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15557.0,,28.0000272,2.9999825,,
2014,2014.0,Import,Algeria,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1658812.0,,28.0000272,2.9999825,,
