yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Export,Qatar,World,11.0,Products of the milling industry; malt; starches; inulin,1055105.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2008,2008.0,Export,Qatar,Bahrain,11.0,Products of the milling industry; malt; starches; inulin,71319.0,,25.3336984,51.2295295,26.1551249,50.5344606
2008,2008.0,Export,Qatar,Kuwait,11.0,Products of the milling industry; malt; starches; inulin,85350.0,,25.3336984,51.2295295,29.2733964,47.4979476
2008,2008.0,Export,Qatar,Lebanon,11.0,Products of the milling industry; malt; starches; inulin,3731.0,,25.3336984,51.2295295,33.8750629,35.843409
2008,2008.0,Export,Qatar,Oman,11.0,Products of the milling industry; malt; starches; inulin,34297.0,,25.3336984,51.2295295,21.0000287,57.0036901
2008,2008.0,Export,Qatar,Saudi Arabia,11.0,Products of the milling industry; malt; starches; inulin,605521.0,,25.3336984,51.2295295,25.6242618,42.3528328
2008,2008.0,Export,Qatar,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin,254888.0,,25.3336984,51.2295295,24.0002488,53.9994829
