yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Azerbaijan,World,4.0,Dairy produce; birds eggs; natural honey;,598094.0,,40.3936294,47.7872508,-36.8535712,174.7456809
2005,2005.0,Export,Azerbaijan,Georgia,4.0,Dairy produce; birds eggs; natural honey;,534018.0,,40.3936294,47.7872508,32.3293809,-83.1137366
2005,2005.0,Export,Azerbaijan,Kazakhstan,4.0,Dairy produce; birds eggs; natural honey;,6480.0,,40.3936294,47.7872508,48.1012954,66.7780818
2005,2005.0,Export,Azerbaijan,Kyrgyzstan,4.0,Dairy produce; birds eggs; natural honey;,1371.0,,40.3936294,47.7872508,41.5089324,74.724091
2005,2005.0,Export,Azerbaijan,Russian Federation,4.0,Dairy produce; birds eggs; natural honey;,56225.0,,40.3936294,47.7872508,64.6863136,97.7453061
