yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Export,Oman,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2211235.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2017,2017.0,Export,Oman,Bahrain,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",8876.0,,21.0000287,57.0036901,26.1551249,50.5344606
2017,2017.0,Export,Oman,Iraq,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",12137.0,,21.0000287,57.0036901,33.0955793,44.1749775
2017,2017.0,Export,Oman,Kuwait,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",650.0,,21.0000287,57.0036901,29.2733964,47.4979476
2017,2017.0,Export,Oman,Qatar,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",598036.0,,21.0000287,57.0036901,25.3336984,51.2295295
2017,2017.0,Export,Oman,Saudi Arabia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",717227.0,,21.0000287,57.0036901,25.6242618,42.3528328
2017,2017.0,Export,Oman,Somalia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",72954.0,,21.0000287,57.0036901,8.3676771,49.083416
2017,2017.0,Export,Oman,United Arab Emirates,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",773367.0,,21.0000287,57.0036901,24.0002488,53.9994829
2017,2017.0,Export,Oman,Yemen,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",27984.0,,21.0000287,57.0036901,16.3471243,47.8915271
