yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Export,Georgia,World,81.0,Other base metals; cermets; articles thereof,27962.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2007,2007.0,Export,Georgia,Azerbaijan,81.0,Other base metals; cermets; articles thereof,70.0,,32.3293809,-83.1137366,40.3936294,47.7872508
2007,2007.0,Export,Georgia,Germany,81.0,Other base metals; cermets; articles thereof,27892.0,,32.3293809,-83.1137366,51.1638175,10.4478313
