yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Import,Djibouti,World,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,23291.0,,,,-36.8535712,174.7456809
2009,2009.0,Import,Djibouti,Ethiopia,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,124.0,,,,10.2116702,38.6521203
2009,2009.0,Import,Djibouti,France,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,1103.0,,,,46.603354,1.8883335
2009,2009.0,Import,Djibouti,Somalia,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,20240.0,,,,8.3676771,49.083416
2009,2009.0,Import,Djibouti,Ukraine,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,1823.0,,,,49.4871968,31.2718321
