yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Import,Azerbaijan,World,81.0,Other base metals; cermets; articles thereof,138938.0,,40.3936294,47.7872508,-36.8535712,174.7456809
2008,2008.0,Import,Azerbaijan,China,81.0,Other base metals; cermets; articles thereof,247.0,,40.3936294,47.7872508,35.000074,104.999927
2008,2008.0,Import,Azerbaijan,Germany,81.0,Other base metals; cermets; articles thereof,806.0,,40.3936294,47.7872508,51.1638175,10.4478313
2008,2008.0,Import,Azerbaijan,Russian Federation,81.0,Other base metals; cermets; articles thereof,46372.0,,40.3936294,47.7872508,64.6863136,97.7453061
2008,2008.0,Import,Azerbaijan,Turkey,81.0,Other base metals; cermets; articles thereof,584.0,,40.3936294,47.7872508,38.9597594,34.9249653
2008,2008.0,Import,Azerbaijan,Ukraine,81.0,Other base metals; cermets; articles thereof,17.0,,40.3936294,47.7872508,49.4871968,31.2718321
2008,2008.0,Import,Azerbaijan,United Kingdom,81.0,Other base metals; cermets; articles thereof,90300.0,,40.3936294,47.7872508,54.7023545,-3.2765753
2008,2008.0,Import,Azerbaijan,USA,81.0,Other base metals; cermets; articles thereof,612.0,,40.3936294,47.7872508,39.7837304,-100.445882
