yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Re-Export,Armenia,World,25.0,Salt; sulfur; earths and stone; plastering materials,242550.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2006,2006.0,Re-Export,Armenia,Georgia,25.0,Salt; sulfur; earths and stone; plastering materials,130175.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2006,2006.0,Re-Export,Armenia,Iran,25.0,Salt; sulfur; earths and stone; plastering materials,112225.0,,40.7696272,44.6736646,32.6475314,54.5643516
2006,2006.0,Re-Export,Armenia,Iraq,25.0,Salt; sulfur; earths and stone; plastering materials,150.0,,40.7696272,44.6736646,33.0955793,44.1749775
