yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Export,Bahrain,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,49606.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2016,2016.0,Export,Bahrain,Bahamas,35.0,Albuminoidal substances; modified starches; glues; enzymes,29.0,,26.1551249,50.5344606,24.7736546,-78.0000547
2016,2016.0,Export,Bahrain,Iraq,35.0,Albuminoidal substances; modified starches; glues; enzymes,2099.0,,26.1551249,50.5344606,33.0955793,44.1749775
2016,2016.0,Export,Bahrain,Kuwait,35.0,Albuminoidal substances; modified starches; glues; enzymes,2955.0,,26.1551249,50.5344606,29.2733964,47.4979476
2016,2016.0,Export,Bahrain,Qatar,35.0,Albuminoidal substances; modified starches; glues; enzymes,13580.0,,26.1551249,50.5344606,25.3336984,51.2295295
2016,2016.0,Export,Bahrain,Saudi Arabia,35.0,Albuminoidal substances; modified starches; glues; enzymes,22378.0,,26.1551249,50.5344606,25.6242618,42.3528328
2016,2016.0,Export,Bahrain,India,35.0,Albuminoidal substances; modified starches; glues; enzymes,1.0,,26.1551249,50.5344606,22.3511148,78.6677428
2016,2016.0,Export,Bahrain,Singapore,35.0,Albuminoidal substances; modified starches; glues; enzymes,57.0,,26.1551249,50.5344606,1.357107,103.8194992
2016,2016.0,Export,Bahrain,United Arab Emirates,35.0,Albuminoidal substances; modified starches; glues; enzymes,7565.0,,26.1551249,50.5344606,24.0002488,53.9994829
2016,2016.0,Export,Bahrain,Bunkers,35.0,Albuminoidal substances; modified starches; glues; enzymes,937.0,,26.1551249,50.5344606,42.18544695,-71.13717580263157
