yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Import,Armenia,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",150502716.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2020,2020.0,Import,Armenia,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5980.0,,40.7696272,44.6736646,-34.9964963,-64.9672817
2020,2020.0,Import,Armenia,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52035.0,,40.7696272,44.6736646,-24.7761086,134.755
2020,2020.0,Import,Armenia,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2911103.0,,40.7696272,44.6736646,47.59397,14.12456
2020,2020.0,Import,Armenia,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",355486.0,,40.7696272,44.6736646,50.6402809,4.6667145
2020,2020.0,Import,Armenia,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",457969.0,,40.7696272,44.6736646,-10.3333333,-53.2
2020,2020.0,Import,Armenia,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13961.0,,40.7696272,44.6736646,42.6073975,25.4856617
2020,2020.0,Import,Armenia,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10601770.0,,40.7696272,44.6736646,53.4250605,27.6971358
2020,2020.0,Import,Armenia,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48603.0,,40.7696272,44.6736646,12.5433216,104.8144914
2020,2020.0,Import,Armenia,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1522815.0,,40.7696272,44.6736646,61.0666922,-107.991707
2020,2020.0,Import,Armenia,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24987625.0,,40.7696272,44.6736646,35.000074,104.999927
2020,2020.0,Import,Armenia,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11052.0,,40.7696272,44.6736646,34.9823018,33.1451285
2020,2020.0,Import,Armenia,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",371592.0,,40.7696272,44.6736646,49.7439047,15.3381061
2020,2020.0,Import,Armenia,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34303.0,,40.7696272,44.6736646,55.670249,10.3333283
2020,2020.0,Import,Armenia,Ecuador,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32.0,,40.7696272,44.6736646,-1.3397668,-79.3666965
2020,2020.0,Import,Armenia,El Salvador,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7.0,,40.7696272,44.6736646,13.8000382,-88.9140683
2020,2020.0,Import,Armenia,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",891.0,,40.7696272,44.6736646,63.2467777,25.9209164
2020,2020.0,Import,Armenia,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1884354.0,,40.7696272,44.6736646,46.603354,1.8883335
2020,2020.0,Import,Armenia,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",120316.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2020,2020.0,Import,Armenia,Gambia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3.0,,40.7696272,44.6736646,13.470062,-15.4900464
2020,2020.0,Import,Armenia,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17269979.0,,40.7696272,44.6736646,51.1638175,10.4478313
2020,2020.0,Import,Armenia,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13345.0,,40.7696272,44.6736646,38.9953683,21.9877132
2020,2020.0,Import,Armenia,Honduras,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",137.0,,40.7696272,44.6736646,15.2572432,-86.0755145
2020,2020.0,Import,Armenia,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",328.0,,40.7696272,44.6736646,22.350627,114.1849161
2020,2020.0,Import,Armenia,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",368296.0,,40.7696272,44.6736646,47.1817585,19.5060937
2020,2020.0,Import,Armenia,Iceland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32.0,,40.7696272,44.6736646,64.9841821,-18.1059013
2020,2020.0,Import,Armenia,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28951.0,,40.7696272,44.6736646,-2.4833826,117.8902853
2020,2020.0,Import,Armenia,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",202298.0,,40.7696272,44.6736646,32.6475314,54.5643516
2020,2020.0,Import,Armenia,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3494.0,,40.7696272,44.6736646,52.865196,-7.9794599
2020,2020.0,Import,Armenia,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",776.0,,40.7696272,44.6736646,30.8124247,34.8594762
2020,2020.0,Import,Armenia,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2873841.0,,40.7696272,44.6736646,42.6384261,12.674297
2020,2020.0,Import,Armenia,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16832719.0,,40.7696272,44.6736646,36.5748441,139.2394179
2020,2020.0,Import,Armenia,Kazakhstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",95.0,,40.7696272,44.6736646,48.1012954,66.7780818
2020,2020.0,Import,Armenia,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17.0,,40.7696272,44.6736646,31.1667049,36.941628
2020,2020.0,Import,Armenia,Dem. People's Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6625.0,,40.7696272,44.6736646,,
2020,2020.0,Import,Armenia,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4220104.0,,40.7696272,44.6736646,,
2020,2020.0,Import,Armenia,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1105.0,,40.7696272,44.6736646,56.8406494,24.7537645
2020,2020.0,Import,Armenia,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1998.0,,40.7696272,44.6736646,55.3500003,23.7499997
2020,2020.0,Import,Armenia,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",599.0,,40.7696272,44.6736646,49.8158683,6.1296751
2020,2020.0,Import,Armenia,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21321.0,,40.7696272,44.6736646,4.5693754,102.2656823
2020,2020.0,Import,Armenia,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1339723.0,,40.7696272,44.6736646,23.6585116,-102.0077097
2020,2020.0,Import,Armenia,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",93086.0,,40.7696272,44.6736646,31.1728205,-7.3362482
2020,2020.0,Import,Armenia,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3324594.0,,40.7696272,44.6736646,52.2434979,5.6343227
2020,2020.0,Import,Armenia,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1910.0,,40.7696272,44.6736646,-41.5000831,172.8344077
2020,2020.0,Import,Armenia,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1349.0,,40.7696272,44.6736646,60.5000209,9.0999715
2020,2020.0,Import,Armenia,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",499796.0,,40.7696272,44.6736646,52.215933,19.134422
2020,2020.0,Import,Armenia,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4125.0,,40.7696272,44.6736646,39.6621648,-8.1353519
2020,2020.0,Import,Armenia,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",178940.0,,40.7696272,44.6736646,45.9852129,24.6859225
2020,2020.0,Import,Armenia,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27965542.0,,40.7696272,44.6736646,64.6863136,97.7453061
2020,2020.0,Import,Armenia,Anguilla,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",772.0,,40.7696272,44.6736646,18.1954947,-63.0750234
2020,2020.0,Import,Armenia,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35.0,,40.7696272,44.6736646,25.6242618,42.3528328
2020,2020.0,Import,Armenia,Serbia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28379.0,,40.7696272,44.6736646,44.1534121,20.55144
2020,2020.0,Import,Armenia,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",287204.0,,40.7696272,44.6736646,22.3511148,78.6677428
2020,2020.0,Import,Armenia,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18171.0,,40.7696272,44.6736646,1.357107,103.8194992
2020,2020.0,Import,Armenia,Slovakia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",907409.0,,40.7696272,44.6736646,48.7411522,19.4528646
2020,2020.0,Import,Armenia,Viet Nam,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5158.0,,40.7696272,44.6736646,15.9266657,107.9650855
2020,2020.0,Import,Armenia,Slovenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15223.0,,40.7696272,44.6736646,45.8133113,14.4808369
2020,2020.0,Import,Armenia,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12575.0,,40.7696272,44.6736646,-28.8166236,24.991639
2020,2020.0,Import,Armenia,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1125197.0,,40.7696272,44.6736646,39.3260685,-4.8379791
2020,2020.0,Import,Armenia,Eswatini,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",51.0,,40.7696272,44.6736646,-26.5624806,31.3991317
2020,2020.0,Import,Armenia,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3500804.0,,40.7696272,44.6736646,59.6749712,14.5208584
2020,2020.0,Import,Armenia,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",346394.0,,40.7696272,44.6736646,46.7985624,8.2319736
2020,2020.0,Import,Armenia,Syria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",196.0,,40.7696272,44.6736646,34.6401861,39.0494106
2020,2020.0,Import,Armenia,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1262623.0,,40.7696272,44.6736646,14.8971921,100.83273
2020,2020.0,Import,Armenia,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11989.0,,40.7696272,44.6736646,24.0002488,53.9994829
2020,2020.0,Import,Armenia,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",819.0,,40.7696272,44.6736646,33.8439408,9.400138
2020,2020.0,Import,Armenia,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5623540.0,,40.7696272,44.6736646,38.9597594,34.9249653
2020,2020.0,Import,Armenia,Turks and Caicos Isds,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4024.0,,40.7696272,44.6736646,,
2020,2020.0,Import,Armenia,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",423846.0,,40.7696272,44.6736646,49.4871968,31.2718321
2020,2020.0,Import,Armenia,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6703.0,,40.7696272,44.6736646,26.2540493,29.2675469
2020,2020.0,Import,Armenia,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3776519.0,,40.7696272,44.6736646,54.7023545,-3.2765753
2020,2020.0,Import,Armenia,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12822960.0,,40.7696272,44.6736646,39.7837304,-100.445882
2020,2020.0,Import,Armenia,Uzbekistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16.0,,40.7696272,44.6736646,41.32373,63.9528098
2020,2020.0,Import,Armenia,Yemen,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1.0,,40.7696272,44.6736646,16.3471243,47.8915271
2020,2020.0,Import,Armenia,"Areas, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1687050.0,,40.7696272,44.6736646,,
