yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Export,Bahrain,World,11.0,Products of the milling industry; malt; starches; inulin,105734.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2008,2008.0,Export,Bahrain,Qatar,11.0,Products of the milling industry; malt; starches; inulin,12455.0,,26.1551249,50.5344606,25.3336984,51.2295295
2008,2008.0,Export,Bahrain,Saudi Arabia,11.0,Products of the milling industry; malt; starches; inulin,44144.0,,26.1551249,50.5344606,25.6242618,42.3528328
2008,2008.0,Export,Bahrain,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin,41652.0,,26.1551249,50.5344606,24.0002488,53.9994829
2008,2008.0,Export,Bahrain,Bunkers,11.0,Products of the milling industry; malt; starches; inulin,7484.0,,26.1551249,50.5344606,42.18544695,-71.13717580263157
