yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Saudi Arabia,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,47061392.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2012,2012.0,Export,Saudi Arabia,Afghanistan,35.0,Albuminoidal substances; modified starches; glues; enzymes,33067.0,,25.6242618,42.3528328,33.7680065,66.2385139
2012,2012.0,Export,Saudi Arabia,Angola,35.0,Albuminoidal substances; modified starches; glues; enzymes,98133.0,,25.6242618,42.3528328,-11.8775768,17.5691241
2012,2012.0,Export,Saudi Arabia,Bahrain,35.0,Albuminoidal substances; modified starches; glues; enzymes,1964002.0,,25.6242618,42.3528328,26.1551249,50.5344606
2012,2012.0,Export,Saudi Arabia,Solomon Isds,35.0,Albuminoidal substances; modified starches; glues; enzymes,117600.0,,25.6242618,42.3528328,,
2012,2012.0,Export,Saudi Arabia,Ethiopia,35.0,Albuminoidal substances; modified starches; glues; enzymes,34933.0,,25.6242618,42.3528328,10.2116702,38.6521203
2012,2012.0,Export,Saudi Arabia,Iran,35.0,Albuminoidal substances; modified starches; glues; enzymes,8726144.0,,25.6242618,42.3528328,32.6475314,54.5643516
2012,2012.0,Export,Saudi Arabia,Iraq,35.0,Albuminoidal substances; modified starches; glues; enzymes,46400.0,,25.6242618,42.3528328,33.0955793,44.1749775
2012,2012.0,Export,Saudi Arabia,Jordan,35.0,Albuminoidal substances; modified starches; glues; enzymes,3926138.0,,25.6242618,42.3528328,31.1667049,36.941628
2012,2012.0,Export,Saudi Arabia,Kenya,35.0,Albuminoidal substances; modified starches; glues; enzymes,84533.0,,25.6242618,42.3528328,1.4419683,38.4313975
2012,2012.0,Export,Saudi Arabia,Kuwait,35.0,Albuminoidal substances; modified starches; glues; enzymes,4023472.0,,25.6242618,42.3528328,29.2733964,47.4979476
2012,2012.0,Export,Saudi Arabia,Lebanon,35.0,Albuminoidal substances; modified starches; glues; enzymes,2785870.0,,25.6242618,42.3528328,33.8750629,35.843409
2012,2012.0,Export,Saudi Arabia,Morocco,35.0,Albuminoidal substances; modified starches; glues; enzymes,547201.0,,25.6242618,42.3528328,31.1728205,-7.3362482
2012,2012.0,Export,Saudi Arabia,Oman,35.0,Albuminoidal substances; modified starches; glues; enzymes,29867.0,,25.6242618,42.3528328,21.0000287,57.0036901
2012,2012.0,Export,Saudi Arabia,Pakistan,35.0,Albuminoidal substances; modified starches; glues; enzymes,43467.0,,25.6242618,42.3528328,30.3308401,71.247499
2012,2012.0,Export,Saudi Arabia,Qatar,35.0,Albuminoidal substances; modified starches; glues; enzymes,1402402.0,,25.6242618,42.3528328,25.3336984,51.2295295
2012,2012.0,Export,Saudi Arabia,India,35.0,Albuminoidal substances; modified starches; glues; enzymes,118400.0,,25.6242618,42.3528328,22.3511148,78.6677428
2012,2012.0,Export,Saudi Arabia,South Africa,35.0,Albuminoidal substances; modified starches; glues; enzymes,328800.0,,25.6242618,42.3528328,-28.8166236,24.991639
2012,2012.0,Export,Saudi Arabia,Sudan,35.0,Albuminoidal substances; modified starches; glues; enzymes,74133.0,,25.6242618,42.3528328,14.5844444,29.4917691
2012,2012.0,Export,Saudi Arabia,Syria,35.0,Albuminoidal substances; modified starches; glues; enzymes,5050673.0,,25.6242618,42.3528328,34.6401861,39.0494106
2012,2012.0,Export,Saudi Arabia,United Arab Emirates,35.0,Albuminoidal substances; modified starches; glues; enzymes,3905338.0,,25.6242618,42.3528328,24.0002488,53.9994829
2012,2012.0,Export,Saudi Arabia,Tunisia,35.0,Albuminoidal substances; modified starches; glues; enzymes,51733.0,,25.6242618,42.3528328,33.8439408,9.400138
2012,2012.0,Export,Saudi Arabia,Turkey,35.0,Albuminoidal substances; modified starches; glues; enzymes,2319203.0,,25.6242618,42.3528328,38.9597594,34.9249653
2012,2012.0,Export,Saudi Arabia,Egypt,35.0,Albuminoidal substances; modified starches; glues; enzymes,8870411.0,,25.6242618,42.3528328,26.2540493,29.2675469
2012,2012.0,Export,Saudi Arabia,United Rep. of Tanzania,35.0,Albuminoidal substances; modified starches; glues; enzymes,37867.0,,25.6242618,42.3528328,,
2012,2012.0,Export,Saudi Arabia,Yemen,35.0,Albuminoidal substances; modified starches; glues; enzymes,2441603.0,,25.6242618,42.3528328,16.3471243,47.8915271
