yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Export,Comoros,World,90.0,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",3036.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2016,2016.0,Export,Comoros,Madagascar,90.0,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2987.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
2016,2016.0,Export,Comoros,United Arab Emirates,90.0,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",48.0,,-12.2045176,44.2832964,24.0002488,53.9994829
