yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Lebanon,World,36.0,Explosives; pyrotechnic products; matches,342000.0,,33.8750629,35.843409,-36.8535712,174.7456809
2005,2005.0,Export,Lebanon,Jordan,36.0,Explosives; pyrotechnic products; matches,31000.0,,33.8750629,35.843409,31.1667049,36.941628
2005,2005.0,Export,Lebanon,Kuwait,36.0,Explosives; pyrotechnic products; matches,3000.0,,33.8750629,35.843409,29.2733964,47.4979476
2005,2005.0,Export,Lebanon,Sao Tome and Principe,36.0,Explosives; pyrotechnic products; matches,1000.0,,33.8750629,35.843409,0.9713095,7.02255
2005,2005.0,Export,Lebanon,Saudi Arabia,36.0,Explosives; pyrotechnic products; matches,303000.0,,33.8750629,35.843409,25.6242618,42.3528328
2005,2005.0,Export,Lebanon,Syria,36.0,Explosives; pyrotechnic products; matches,3000.0,,33.8750629,35.843409,34.6401861,39.0494106
2005,2005.0,Export,Lebanon,United Arab Emirates,36.0,Explosives; pyrotechnic products; matches,1000.0,,33.8750629,35.843409,24.0002488,53.9994829
