yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Import,Comoros,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",819891.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2018,2018.0,Import,Comoros,Azerbaijan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",131.0,,-12.2045176,44.2832964,40.3936294,47.7872508
2018,2018.0,Import,Comoros,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",95.0,,-12.2045176,44.2832964,-24.7761086,134.755
2018,2018.0,Import,Comoros,Brunei Darussalam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",184.0,,-12.2045176,44.2832964,4.4137155,114.5653908
2018,2018.0,Import,Comoros,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",361.0,,-12.2045176,44.2832964,61.0666922,-107.991707
2018,2018.0,Import,Comoros,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",76472.0,,-12.2045176,44.2832964,35.000074,104.999927
2018,2018.0,Import,Comoros,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",515606.0,,-12.2045176,44.2832964,46.603354,1.8883335
2018,2018.0,Import,Comoros,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",94.0,,-12.2045176,44.2832964,,
2018,2018.0,Import,Comoros,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",47.0,,-12.2045176,44.2832964,29.2733964,47.4979476
2018,2018.0,Import,Comoros,Madagascar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7518.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
2018,2018.0,Import,Comoros,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",57.0,,-12.2045176,44.2832964,25.6242618,42.3528328
2018,2018.0,Import,Comoros,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1038.0,,-12.2045176,44.2832964,22.3511148,78.6677428
2018,2018.0,Import,Comoros,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",95.0,,-12.2045176,44.2832964,14.8971921,100.83273
2018,2018.0,Import,Comoros,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",172164.0,,-12.2045176,44.2832964,24.0002488,53.9994829
2018,2018.0,Import,Comoros,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",302.0,,-12.2045176,44.2832964,38.9597594,34.9249653
2018,2018.0,Import,Comoros,Turks and Caicos Isds,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2908.0,,-12.2045176,44.2832964,,
2018,2018.0,Import,Comoros,Uganda,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",36126.0,,-12.2045176,44.2832964,1.5333554,32.2166578
2018,2018.0,Import,Comoros,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10.0,,-12.2045176,44.2832964,26.2540493,29.2675469
2018,2018.0,Import,Comoros,United Rep. of Tanzania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4624.0,,-12.2045176,44.2832964,,
2018,2018.0,Import,Comoros,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",756.0,,-12.2045176,44.2832964,39.7837304,-100.445882
2018,2018.0,Import,Comoros,Yemen,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1292.0,,-12.2045176,44.2832964,16.3471243,47.8915271
