yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Re-Import,Pakistan,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,40255.0,,30.3308401,71.247499,-36.8535712,174.7456809
2007,2007.0,Re-Import,Pakistan,Saudi Arabia,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,277.0,,30.3308401,71.247499,25.6242618,42.3528328
2007,2007.0,Re-Import,Pakistan,USA,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,39978.0,,30.3308401,71.247499,39.7837304,-100.445882
