yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Import,Bahrain,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",19370585.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2011,2011.0,Import,Bahrain,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",39651.0,,26.1551249,50.5344606,-24.7761086,134.755
2011,2011.0,Import,Bahrain,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",305050.0,,26.1551249,50.5344606,47.59397,14.12456
2011,2011.0,Import,Bahrain,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",48588.0,,26.1551249,50.5344606,50.6402809,4.6667145
2011,2011.0,Import,Bahrain,Bosnia Herzegovina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",17323.0,,26.1551249,50.5344606,44.3053476,17.5961467
2011,2011.0,Import,Bahrain,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",384625.0,,26.1551249,50.5344606,-10.3333333,-53.2
2011,2011.0,Import,Bahrain,Belize,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",20173.0,,26.1551249,50.5344606,16.8259793,-88.7600927
2011,2011.0,Import,Bahrain,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1884.0,,26.1551249,50.5344606,42.6073975,25.4856617
2011,2011.0,Import,Bahrain,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4998.0,,26.1551249,50.5344606,61.0666922,-107.991707
2011,2011.0,Import,Bahrain,Sri Lanka,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",82.0,,26.1551249,50.5344606,7.5554942,80.7137847
2011,2011.0,Import,Bahrain,Chile,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",85.0,,26.1551249,50.5344606,-31.7613365,-71.3187697
2011,2011.0,Import,Bahrain,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4537168.0,,26.1551249,50.5344606,35.000074,104.999927
2011,2011.0,Import,Bahrain,Colombia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",171.0,,26.1551249,50.5344606,4.099917,-72.9088133
2011,2011.0,Import,Bahrain,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13188.0,,26.1551249,50.5344606,49.7439047,15.3381061
2011,2011.0,Import,Bahrain,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",43666.0,,26.1551249,50.5344606,55.670249,10.3333283
2011,2011.0,Import,Bahrain,Estonia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1055.0,,26.1551249,50.5344606,58.7523778,25.3319078
2011,2011.0,Import,Bahrain,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",26081.0,,26.1551249,50.5344606,63.2467777,25.9209164
2011,2011.0,Import,Bahrain,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",362768.0,,26.1551249,50.5344606,46.603354,1.8883335
2011,2011.0,Import,Bahrain,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2327037.0,,26.1551249,50.5344606,51.1638175,10.4478313
2011,2011.0,Import,Bahrain,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7147.0,,26.1551249,50.5344606,38.9953683,21.9877132
2011,2011.0,Import,Bahrain,Honduras,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",224.0,,26.1551249,50.5344606,15.2572432,-86.0755145
2011,2011.0,Import,Bahrain,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9263.0,,26.1551249,50.5344606,22.350627,114.1849161
2011,2011.0,Import,Bahrain,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6250.0,,26.1551249,50.5344606,47.1817585,19.5060937
2011,2011.0,Import,Bahrain,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",22609.0,,26.1551249,50.5344606,-2.4833826,117.8902853
2011,2011.0,Import,Bahrain,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13237.0,,26.1551249,50.5344606,32.6475314,54.5643516
2011,2011.0,Import,Bahrain,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",14614.0,,26.1551249,50.5344606,52.865196,-7.9794599
2011,2011.0,Import,Bahrain,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",744339.0,,26.1551249,50.5344606,42.6384261,12.674297
2011,2011.0,Import,Bahrain,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",317784.0,,26.1551249,50.5344606,36.5748441,139.2394179
2011,2011.0,Import,Bahrain,Jordan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7096.0,,26.1551249,50.5344606,31.1667049,36.941628
2011,2011.0,Import,Bahrain,Dem. People's Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",179380.0,,26.1551249,50.5344606,,
2011,2011.0,Import,Bahrain,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",544.0,,26.1551249,50.5344606,29.2733964,47.4979476
2011,2011.0,Import,Bahrain,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",72125.0,,26.1551249,50.5344606,33.8750629,35.843409
2011,2011.0,Import,Bahrain,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13470.0,,26.1551249,50.5344606,4.5693754,102.2656823
2011,2011.0,Import,Bahrain,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",73244.0,,26.1551249,50.5344606,23.6585116,-102.0077097
2011,2011.0,Import,Bahrain,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",426160.0,,26.1551249,50.5344606,,
2011,2011.0,Import,Bahrain,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5683.0,,26.1551249,50.5344606,21.0000287,57.0036901
2011,2011.0,Import,Bahrain,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",143062.0,,26.1551249,50.5344606,52.2434979,5.6343227
2011,2011.0,Import,Bahrain,New Zealand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4499.0,,26.1551249,50.5344606,-41.5000831,172.8344077
2011,2011.0,Import,Bahrain,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7297.0,,26.1551249,50.5344606,60.5000209,9.0999715
2011,2011.0,Import,Bahrain,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",30219.0,,26.1551249,50.5344606,30.3308401,71.247499
2011,2011.0,Import,Bahrain,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",222.0,,26.1551249,50.5344606,12.7503486,122.7312101
2011,2011.0,Import,Bahrain,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1187734.0,,26.1551249,50.5344606,52.215933,19.134422
2011,2011.0,Import,Bahrain,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3850.0,,26.1551249,50.5344606,39.6621648,-8.1353519
2011,2011.0,Import,Bahrain,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",18119.0,,26.1551249,50.5344606,25.3336984,51.2295295
2011,2011.0,Import,Bahrain,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4773.0,,26.1551249,50.5344606,45.9852129,24.6859225
2011,2011.0,Import,Bahrain,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",21886.0,,26.1551249,50.5344606,64.6863136,97.7453061
2011,2011.0,Import,Bahrain,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",217829.0,,26.1551249,50.5344606,25.6242618,42.3528328
2011,2011.0,Import,Bahrain,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1013801.0,,26.1551249,50.5344606,22.3511148,78.6677428
2011,2011.0,Import,Bahrain,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",75437.0,,26.1551249,50.5344606,1.357107,103.8194992
2011,2011.0,Import,Bahrain,Slovakia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",697.0,,26.1551249,50.5344606,48.7411522,19.4528646
2011,2011.0,Import,Bahrain,Viet Nam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",206885.0,,26.1551249,50.5344606,15.9266657,107.9650855
2011,2011.0,Import,Bahrain,Slovenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",89286.0,,26.1551249,50.5344606,45.8133113,14.4808369
2011,2011.0,Import,Bahrain,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",29094.0,,26.1551249,50.5344606,-28.8166236,24.991639
2011,2011.0,Import,Bahrain,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",209435.0,,26.1551249,50.5344606,39.3260685,-4.8379791
2011,2011.0,Import,Bahrain,Eswatini,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1116.0,,26.1551249,50.5344606,-26.5624806,31.3991317
2011,2011.0,Import,Bahrain,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",56957.0,,26.1551249,50.5344606,59.6749712,14.5208584
2011,2011.0,Import,Bahrain,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",219012.0,,26.1551249,50.5344606,46.7985624,8.2319736
2011,2011.0,Import,Bahrain,Syria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",270.0,,26.1551249,50.5344606,34.6401861,39.0494106
2011,2011.0,Import,Bahrain,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",160786.0,,26.1551249,50.5344606,14.8971921,100.83273
2011,2011.0,Import,Bahrain,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",711241.0,,26.1551249,50.5344606,24.0002488,53.9994829
2011,2011.0,Import,Bahrain,Tunisia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",576.0,,26.1551249,50.5344606,33.8439408,9.400138
2011,2011.0,Import,Bahrain,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",115314.0,,26.1551249,50.5344606,38.9597594,34.9249653
2011,2011.0,Import,Bahrain,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",25359.0,,26.1551249,50.5344606,26.2540493,29.2675469
2011,2011.0,Import,Bahrain,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1631506.0,,26.1551249,50.5344606,54.7023545,-3.2765753
2011,2011.0,Import,Bahrain,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2550239.0,,26.1551249,50.5344606,39.7837304,-100.445882
2011,2011.0,Import,Bahrain,Venezuela,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",442.0,,26.1551249,50.5344606,8.0018709,-66.1109318
2011,2011.0,Import,Bahrain,"Areas, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",586880.0,,26.1551249,50.5344606,,
