yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Georgia,World,36.0,Explosives; pyrotechnic products; matches,58542.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2005,2005.0,Export,Georgia,Armenia,36.0,Explosives; pyrotechnic products; matches,55371.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2005,2005.0,Export,Georgia,Rep. of Moldova,36.0,Explosives; pyrotechnic products; matches,3171.0,,32.3293809,-83.1137366,,
