yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Export,Azerbaijan,World,36.0,Explosives; pyrotechnic products; matches,101433.0,,40.3936294,47.7872508,-36.8535712,174.7456809
2004,2004.0,Export,Azerbaijan,Turkey,36.0,Explosives; pyrotechnic products; matches,1300.0,,40.3936294,47.7872508,38.9597594,34.9249653
2004,2004.0,Export,Azerbaijan,Turkmenistan,36.0,Explosives; pyrotechnic products; matches,100133.0,,40.3936294,47.7872508,39.3763807,59.3924609
