,rtTitle,ptTitle,rgDesc,TradeValue
0,Pakistan,Afghanistan,Export,1756060055.0
1,Pakistan,Afghanistan,Import,391882973.0
2,Pakistan,Afghanistan,Re-Export,50140.0
3,Pakistan,Afghanistan,Re-Import,4466.0
4,Pakistan,Algeria,Export,34006078.0
5,Pakistan,Algeria,Import,574497.0
6,Pakistan,Algeria,Re-Export,329.0
7,Pakistan,Algeria,Re-Import,21346.0
8,Pakistan,Armenia,Export,161188.0
9,Pakistan,Armenia,Import,146011.0
10,Pakistan,Azerbaijan,Export,27656479.0
11,Pakistan,Azerbaijan,Import,113422.0
12,Pakistan,Azerbaijan,Re-Export,137583.0
13,Pakistan,Bahrain,Export,81663060.0
14,Pakistan,Bahrain,Import,111554207.0
15,Pakistan,Bahrain,Re-Export,242477.0
16,Pakistan,Bahrain,Re-Import,31910.0
17,Pakistan,Comoros,Export,30232394.0
18,Pakistan,Comoros,Import,6434324.0
19,Pakistan,Cyprus,Export,4589581.0
20,Pakistan,Cyprus,Import,1200273.0
21,Pakistan,Cyprus,Re-Export,4880.0
22,Pakistan,Djibouti,Export,41096414.0
23,Pakistan,Djibouti,Import,1555628.0
24,Pakistan,Georgia,Export,7800423.0
25,Pakistan,Georgia,Import,2551095.0
26,Pakistan,Georgia,Re-Export,14486.0
27,Pakistan,Iraq,Export,45715924.0
28,Pakistan,Iraq,Import,16875141.0
29,Pakistan,Iraq,Re-Export,363799.0
30,Pakistan,Jordan,Export,56287418.0
31,Pakistan,Jordan,Import,29767937.0
32,Pakistan,Jordan,Re-Export,3021404.0
33,Pakistan,Jordan,Re-Import,6064.0
34,Pakistan,Kuwait,Export,96155779.0
35,Pakistan,Kuwait,Import,2954493913.0
36,Pakistan,Kuwait,Re-Export,2552717.0
37,Pakistan,Lebanon,Export,28084794.0
38,Pakistan,Lebanon,Import,4499527.0
39,Pakistan,Libya,Export,8181344.0
40,Pakistan,Libya,Import,35985102.0
41,Pakistan,Libya,Re-Export,13660.0
42,Pakistan,Malta,Export,7618794.0
43,Pakistan,Malta,Import,104794.0
44,Pakistan,Mauritania,Export,39556750.0
45,Pakistan,Mauritania,Import,12252376.0
46,Pakistan,Morocco,Export,16612139.0
47,Pakistan,Morocco,Import,272446058.0
48,Pakistan,Morocco,Re-Import,28093.0
49,Pakistan,Oman,Export,183319646.0
50,Pakistan,Oman,Import,1122292499.0
51,Pakistan,Oman,Re-Export,1405440.0
52,Pakistan,Oman,Re-Import,58786.0
53,Pakistan,Qatar,Export,74085246.0
54,Pakistan,Qatar,Import,180682959.0
55,Pakistan,Qatar,Re-Export,1325171.0
56,Pakistan,Saudi Arabia,Export,496473886.0
57,Pakistan,Saudi Arabia,Import,4416835551.0
58,Pakistan,Saudi Arabia,Re-Export,948255.0
59,Pakistan,Saudi Arabia,Re-Import,1868516.0
60,Pakistan,Syria,Export,19122752.0
61,Pakistan,Syria,Import,1008045.0
62,Pakistan,Syria,Re-Import,23260.0
63,Pakistan,Turkey,Export,389987162.0
64,Pakistan,Turkey,Import,177456751.0
65,Pakistan,Turkey,Re-Export,2246596.0
66,Pakistan,Turkey,Re-Import,858181.0
67,Pakistan,United Arab Emirates,Export,1209501377.0
68,Pakistan,United Arab Emirates,Import,7027297722.0
69,Pakistan,United Arab Emirates,Re-Export,47587229.0
70,Pakistan,United Arab Emirates,Re-Import,5982889.0
71,Pakistan,World,Export,24125420674.0
72,Pakistan,World,Import,45953872984.0
73,Pakistan,World,Re-Export,198064660.0
74,Pakistan,World,Re-Import,126799743.0
75,Pakistan,Yemen,Export,126200446.0
76,Pakistan,Yemen,Import,8473925.0
77,Pakistan,Yemen,Re-Export,952780.0
