yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Israel,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",121000.0,,30.8124247,34.8594762,-36.8535712,174.7456809
2012,2012.0,Export,Israel,Australia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",65000.0,,30.8124247,34.8594762,-24.7761086,134.755
2012,2012.0,Export,Israel,France,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",11000.0,,30.8124247,34.8594762,46.603354,1.8883335
2012,2012.0,Export,Israel,Norway,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1000.0,,30.8124247,34.8594762,60.5000209,9.0999715
2012,2012.0,Export,Israel,Romania,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",4000.0,,30.8124247,34.8594762,45.9852129,24.6859225
2012,2012.0,Export,Israel,Russian Federation,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",3000.0,,30.8124247,34.8594762,64.6863136,97.7453061
2012,2012.0,Export,Israel,South Africa,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",26000.0,,30.8124247,34.8594762,-28.8166236,24.991639
2012,2012.0,Export,Israel,USA,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",11000.0,,30.8124247,34.8594762,39.7837304,-100.445882
