,rtTitle,ptTitle,rgDesc,TradeValue
0,Georgia,Afghanistan,Export,228236.0
1,Georgia,Afghanistan,Import,7072.0
2,Georgia,Afghanistan,Re-Export,23190.0
3,Georgia,Algeria,Export,26692.0
4,Georgia,Algeria,Import,1586566.0
5,Georgia,Armenia,Export,146813077.0
6,Georgia,Armenia,Import,25033004.0
7,Georgia,Armenia,Re-Export,84087529.0
8,Georgia,Azerbaijan,Export,215056777.0
9,Georgia,Azerbaijan,Import,385522559.0
10,Georgia,Azerbaijan,Re-Export,116366871.0
11,Georgia,Bahrain,Import,7418.0
12,Georgia,Cyprus,Export,86158.0
13,Georgia,Cyprus,Import,597240.0
14,Georgia,Fmr Sudan,Export,500.0
15,Georgia,Fmr Sudan,Import,278.0
16,Georgia,Iraq,Export,851051.0
17,Georgia,Iraq,Import,14725.0
18,Georgia,Iraq,Re-Export,204840.0
19,Georgia,Israel,Export,3335630.0
20,Georgia,Israel,Import,12044519.0
21,Georgia,Israel,Re-Export,74262.0
22,Georgia,Jordan,Export,22903.0
23,Georgia,Jordan,Import,920348.0
24,Georgia,Kuwait,Export,1181032.0
25,Georgia,Kuwait,Import,55268.0
26,Georgia,Lebanon,Export,6432278.0
27,Georgia,Lebanon,Import,572247.0
28,Georgia,Libya,Export,458160.0
29,Georgia,Libya,Re-Export,147499.0
30,Georgia,Malta,Export,17513.0
31,Georgia,Malta,Import,550524.0
32,Georgia,Morocco,Export,1902239.0
33,Georgia,Morocco,Import,204895.0
34,Georgia,Oman,Export,502102.0
35,Georgia,Oman,Import,1567402.0
36,Georgia,Pakistan,Export,44178.0
37,Georgia,Pakistan,Import,1838681.0
38,Georgia,Qatar,Export,320152.0
39,Georgia,Qatar,Import,1069.0
40,Georgia,Saudi Arabia,Export,111767.0
41,Georgia,Saudi Arabia,Import,203221.0
42,Georgia,Syria,Export,666487.0
43,Georgia,Syria,Import,1763275.0
44,Georgia,Turkey,Export,204941418.0
45,Georgia,Turkey,Import,794981887.0
46,Georgia,Turkey,Re-Export,17873732.0
47,Georgia,Turkey,Re-Import,140430.0
48,Georgia,United Arab Emirates,Export,27996612.0
49,Georgia,United Arab Emirates,Import,152668166.0
50,Georgia,United Arab Emirates,Re-Export,3167818.0
51,Georgia,United Arab Emirates,Re-Import,1654.0
52,Georgia,World,Export,1384732520.0
53,Georgia,World,Import,4753636920.0
54,Georgia,World,Re-Export,266791870.0
55,Georgia,World,Re-Import,215023.0
56,Georgia,Yemen,Export,500.0
57,Georgia,Yemen,Import,467.0
