yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Import,Bahrain,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",19648571.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2012,2012.0,Import,Bahrain,Dominica,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",59.0,,26.1551249,50.5344606,19.0974031,-70.3028026
2012,2012.0,Import,Bahrain,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",19356.0,,26.1551249,50.5344606,63.2467777,25.9209164
2012,2012.0,Import,Bahrain,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",316901.0,,26.1551249,50.5344606,46.603354,1.8883335
2012,2012.0,Import,Bahrain,Gambia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13633.0,,26.1551249,50.5344606,13.470062,-15.4900464
2012,2012.0,Import,Bahrain,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2810051.0,,26.1551249,50.5344606,51.1638175,10.4478313
2012,2012.0,Import,Bahrain,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2003.0,,26.1551249,50.5344606,38.9953683,21.9877132
2012,2012.0,Import,Bahrain,Guinea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",11.0,,26.1551249,50.5344606,10.7226226,-10.7083587
2012,2012.0,Import,Bahrain,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",76221.0,,26.1551249,50.5344606,22.350627,114.1849161
2012,2012.0,Import,Bahrain,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13558.0,,26.1551249,50.5344606,47.1817585,19.5060937
2012,2012.0,Import,Bahrain,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5141.0,,26.1551249,50.5344606,-2.4833826,117.8902853
2012,2012.0,Import,Bahrain,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8652.0,,26.1551249,50.5344606,32.6475314,54.5643516
2012,2012.0,Import,Bahrain,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8617.0,,26.1551249,50.5344606,52.865196,-7.9794599
2012,2012.0,Import,Bahrain,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1525285.0,,26.1551249,50.5344606,42.6384261,12.674297
2012,2012.0,Import,Bahrain,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",528871.0,,26.1551249,50.5344606,36.5748441,139.2394179
2012,2012.0,Import,Bahrain,Kenya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",630.0,,26.1551249,50.5344606,1.4419683,38.4313975
2012,2012.0,Import,Bahrain,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",99354.0,,26.1551249,50.5344606,,
2012,2012.0,Import,Bahrain,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3843.0,,26.1551249,50.5344606,29.2733964,47.4979476
2012,2012.0,Import,Bahrain,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",36125.0,,26.1551249,50.5344606,33.8750629,35.843409
2012,2012.0,Import,Bahrain,Luxembourg,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1447.0,,26.1551249,50.5344606,49.8158683,6.1296751
2012,2012.0,Import,Bahrain,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",44340.0,,26.1551249,50.5344606,4.5693754,102.2656823
2012,2012.0,Import,Bahrain,Mali,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",362.0,,26.1551249,50.5344606,16.3700359,-2.2900239
2012,2012.0,Import,Bahrain,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",105604.0,,26.1551249,50.5344606,23.6585116,-102.0077097
2012,2012.0,Import,Bahrain,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",487818.0,,26.1551249,50.5344606,,
2012,2012.0,Import,Bahrain,Morocco,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",234.0,,26.1551249,50.5344606,31.1728205,-7.3362482
2012,2012.0,Import,Bahrain,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5231.0,,26.1551249,50.5344606,21.0000287,57.0036901
2012,2012.0,Import,Bahrain,Namibia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",516.0,,26.1551249,50.5344606,-23.2335499,17.3231107
2012,2012.0,Import,Bahrain,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",234234.0,,26.1551249,50.5344606,52.2434979,5.6343227
2012,2012.0,Import,Bahrain,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",39654.0,,26.1551249,50.5344606,30.3308401,71.247499
2012,2012.0,Import,Bahrain,Panama,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2295.0,,26.1551249,50.5344606,8.559559,-81.1308434
2012,2012.0,Import,Bahrain,Peru,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4372.0,,26.1551249,50.5344606,-6.8699697,-75.0458515
2012,2012.0,Import,Bahrain,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7843.0,,26.1551249,50.5344606,12.7503486,122.7312101
2012,2012.0,Import,Bahrain,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1536545.0,,26.1551249,50.5344606,52.215933,19.134422
2012,2012.0,Import,Bahrain,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7737.0,,26.1551249,50.5344606,39.6621648,-8.1353519
2012,2012.0,Import,Bahrain,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",27.0,,26.1551249,50.5344606,45.9852129,24.6859225
2012,2012.0,Import,Bahrain,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",100949.0,,26.1551249,50.5344606,64.6863136,97.7453061
2012,2012.0,Import,Bahrain,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",122792.0,,26.1551249,50.5344606,25.6242618,42.3528328
2012,2012.0,Import,Bahrain,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",920443.0,,26.1551249,50.5344606,22.3511148,78.6677428
2012,2012.0,Import,Bahrain,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",165904.0,,26.1551249,50.5344606,1.357107,103.8194992
2012,2012.0,Import,Bahrain,Slovakia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",564.0,,26.1551249,50.5344606,48.7411522,19.4528646
2012,2012.0,Import,Bahrain,Viet Nam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",123436.0,,26.1551249,50.5344606,15.9266657,107.9650855
2012,2012.0,Import,Bahrain,Slovenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",175441.0,,26.1551249,50.5344606,45.8133113,14.4808369
2012,2012.0,Import,Bahrain,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",41971.0,,26.1551249,50.5344606,-28.8166236,24.991639
2012,2012.0,Import,Bahrain,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",250436.0,,26.1551249,50.5344606,39.3260685,-4.8379791
2012,2012.0,Import,Bahrain,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",23141.0,,26.1551249,50.5344606,59.6749712,14.5208584
2012,2012.0,Import,Bahrain,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",345912.0,,26.1551249,50.5344606,46.7985624,8.2319736
2012,2012.0,Import,Bahrain,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",286058.0,,26.1551249,50.5344606,14.8971921,100.83273
2012,2012.0,Import,Bahrain,Tokelau,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13138.0,,26.1551249,50.5344606,-9.1676396,-171.819687
2012,2012.0,Import,Bahrain,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",87423.0,,26.1551249,50.5344606,24.0002488,53.9994829
2012,2012.0,Import,Bahrain,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",54109.0,,26.1551249,50.5344606,38.9597594,34.9249653
2012,2012.0,Import,Bahrain,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",56409.0,,26.1551249,50.5344606,26.2540493,29.2675469
2012,2012.0,Import,Bahrain,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1830877.0,,26.1551249,50.5344606,54.7023545,-3.2765753
2012,2012.0,Import,Bahrain,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1658556.0,,26.1551249,50.5344606,39.7837304,-100.445882
2012,2012.0,Import,Bahrain,Venezuela,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3370.0,,26.1551249,50.5344606,8.0018709,-66.1109318
2012,2012.0,Import,Bahrain,"Areas, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",16955.0,,26.1551249,50.5344606,,
