yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Import,Armenia,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9470454.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2009,2009.0,Import,Armenia,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",14713.0,,40.7696272,44.6736646,-34.9964963,-64.9672817
2009,2009.0,Import,Armenia,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",130321.0,,40.7696272,44.6736646,-24.7761086,134.755
2009,2009.0,Import,Armenia,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",388303.0,,40.7696272,44.6736646,47.59397,14.12456
2009,2009.0,Import,Armenia,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",56038.0,,40.7696272,44.6736646,50.6402809,4.6667145
2009,2009.0,Import,Armenia,Bolivia (Plurinational State of),82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1567.0,,40.7696272,44.6736646,-17.0568696,-64.9912286
2009,2009.0,Import,Armenia,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",769.0,,40.7696272,44.6736646,-10.3333333,-53.2
2009,2009.0,Import,Armenia,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4231.0,,40.7696272,44.6736646,42.6073975,25.4856617
2009,2009.0,Import,Armenia,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",21300.0,,40.7696272,44.6736646,61.0666922,-107.991707
2009,2009.0,Import,Armenia,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1611561.0,,40.7696272,44.6736646,35.000074,104.999927
2009,2009.0,Import,Armenia,Colombia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",136.0,,40.7696272,44.6736646,4.099917,-72.9088133
2009,2009.0,Import,Armenia,Cyprus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",440.0,,40.7696272,44.6736646,34.9823018,33.1451285
2009,2009.0,Import,Armenia,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",19115.0,,40.7696272,44.6736646,49.7439047,15.3381061
2009,2009.0,Import,Armenia,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",118.0,,40.7696272,44.6736646,55.670249,10.3333283
2009,2009.0,Import,Armenia,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",25309.0,,40.7696272,44.6736646,63.2467777,25.9209164
2009,2009.0,Import,Armenia,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",116070.0,,40.7696272,44.6736646,46.603354,1.8883335
2009,2009.0,Import,Armenia,Georgia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",251.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2009,2009.0,Import,Armenia,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1079685.0,,40.7696272,44.6736646,51.1638175,10.4478313
2009,2009.0,Import,Armenia,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",566782.0,,40.7696272,44.6736646,38.9953683,21.9877132
2009,2009.0,Import,Armenia,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",241.0,,40.7696272,44.6736646,22.350627,114.1849161
2009,2009.0,Import,Armenia,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3025.0,,40.7696272,44.6736646,47.1817585,19.5060937
2009,2009.0,Import,Armenia,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",12263.0,,40.7696272,44.6736646,-2.4833826,117.8902853
2009,2009.0,Import,Armenia,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",23073.0,,40.7696272,44.6736646,32.6475314,54.5643516
2009,2009.0,Import,Armenia,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",912.0,,40.7696272,44.6736646,30.8124247,34.8594762
2009,2009.0,Import,Armenia,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",332339.0,,40.7696272,44.6736646,42.6384261,12.674297
2009,2009.0,Import,Armenia,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",118474.0,,40.7696272,44.6736646,36.5748441,139.2394179
2009,2009.0,Import,Armenia,Jordan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",397.0,,40.7696272,44.6736646,31.1667049,36.941628
2009,2009.0,Import,Armenia,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",511600.0,,40.7696272,44.6736646,,
2009,2009.0,Import,Armenia,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8591.0,,40.7696272,44.6736646,33.8750629,35.843409
2009,2009.0,Import,Armenia,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",14747.0,,40.7696272,44.6736646,4.5693754,102.2656823
2009,2009.0,Import,Armenia,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",30645.0,,40.7696272,44.6736646,23.6585116,-102.0077097
2009,2009.0,Import,Armenia,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",70563.0,,40.7696272,44.6736646,,
2009,2009.0,Import,Armenia,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",182035.0,,40.7696272,44.6736646,52.2434979,5.6343227
2009,2009.0,Import,Armenia,Niger,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",148.0,,40.7696272,44.6736646,17.7356214,9.3238432
2009,2009.0,Import,Armenia,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",390.0,,40.7696272,44.6736646,60.5000209,9.0999715
2009,2009.0,Import,Armenia,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",375.0,,40.7696272,44.6736646,30.3308401,71.247499
2009,2009.0,Import,Armenia,Peru,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",109.0,,40.7696272,44.6736646,-6.8699697,-75.0458515
2009,2009.0,Import,Armenia,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1134.0,,40.7696272,44.6736646,12.7503486,122.7312101
2009,2009.0,Import,Armenia,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",572537.0,,40.7696272,44.6736646,52.215933,19.134422
2009,2009.0,Import,Armenia,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",20835.0,,40.7696272,44.6736646,39.6621648,-8.1353519
2009,2009.0,Import,Armenia,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1338.0,,40.7696272,44.6736646,45.9852129,24.6859225
2009,2009.0,Import,Armenia,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1535324.0,,40.7696272,44.6736646,64.6863136,97.7453061
2009,2009.0,Import,Armenia,Serbia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8437.0,,40.7696272,44.6736646,44.1534121,20.55144
2009,2009.0,Import,Armenia,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",39736.0,,40.7696272,44.6736646,22.3511148,78.6677428
2009,2009.0,Import,Armenia,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1490.0,,40.7696272,44.6736646,1.357107,103.8194992
2009,2009.0,Import,Armenia,Viet Nam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",25896.0,,40.7696272,44.6736646,15.9266657,107.9650855
2009,2009.0,Import,Armenia,Slovenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9757.0,,40.7696272,44.6736646,45.8133113,14.4808369
2009,2009.0,Import,Armenia,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13995.0,,40.7696272,44.6736646,-28.8166236,24.991639
2009,2009.0,Import,Armenia,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13183.0,,40.7696272,44.6736646,39.3260685,-4.8379791
2009,2009.0,Import,Armenia,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",613833.0,,40.7696272,44.6736646,59.6749712,14.5208584
2009,2009.0,Import,Armenia,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",45538.0,,40.7696272,44.6736646,46.7985624,8.2319736
2009,2009.0,Import,Armenia,Syria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6487.0,,40.7696272,44.6736646,34.6401861,39.0494106
2009,2009.0,Import,Armenia,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4148.0,,40.7696272,44.6736646,14.8971921,100.83273
2009,2009.0,Import,Armenia,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",104365.0,,40.7696272,44.6736646,24.0002488,53.9994829
2009,2009.0,Import,Armenia,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",644307.0,,40.7696272,44.6736646,38.9597594,34.9249653
2009,2009.0,Import,Armenia,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",174522.0,,40.7696272,44.6736646,49.4871968,31.2718321
2009,2009.0,Import,Armenia,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",253.0,,40.7696272,44.6736646,26.2540493,29.2675469
2009,2009.0,Import,Armenia,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",52064.0,,40.7696272,44.6736646,54.7023545,-3.2765753
2009,2009.0,Import,Armenia,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",234000.0,,40.7696272,44.6736646,39.7837304,-100.445882
2009,2009.0,Import,Armenia,Uruguay,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",639.0,,40.7696272,44.6736646,-32.8755548,-56.0201525
