yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Re-Import,Armenia,World,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",64361.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2012,2012.0,Re-Import,Armenia,China,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",1477.0,,40.7696272,44.6736646,35.000074,104.999927
2012,2012.0,Re-Import,Armenia,France,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",1200.0,,40.7696272,44.6736646,46.603354,1.8883335
2012,2012.0,Re-Import,Armenia,Germany,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",8400.0,,40.7696272,44.6736646,51.1638175,10.4478313
2012,2012.0,Re-Import,Armenia,Russian Federation,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",560.0,,40.7696272,44.6736646,64.6863136,97.7453061
2012,2012.0,Re-Import,Armenia,Sweden,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",9551.0,,40.7696272,44.6736646,59.6749712,14.5208584
2012,2012.0,Re-Import,Armenia,Ukraine,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",20090.0,,40.7696272,44.6736646,49.4871968,31.2718321
2012,2012.0,Re-Import,Armenia,United Kingdom,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",1045.0,,40.7696272,44.6736646,54.7023545,-3.2765753
2012,2012.0,Re-Import,Armenia,"Areas, nes",90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",22038.0,,40.7696272,44.6736646,,
