yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Export,Armenia,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21612134.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2018,2018.0,Export,Armenia,Afghanistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17500.0,,40.7696272,44.6736646,33.7680065,66.2385139
2018,2018.0,Export,Armenia,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",342919.0,,40.7696272,44.6736646,50.6402809,4.6667145
2018,2018.0,Export,Armenia,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",60975.0,,40.7696272,44.6736646,42.6073975,25.4856617
2018,2018.0,Export,Armenia,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4000.0,,40.7696272,44.6736646,4.6125522,13.1535811
2018,2018.0,Export,Armenia,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9690700.0,,40.7696272,44.6736646,35.000074,104.999927
2018,2018.0,Export,Armenia,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48795.0,,40.7696272,44.6736646,49.7439047,15.3381061
2018,2018.0,Export,Armenia,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",777350.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2018,2018.0,Export,Armenia,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2032589.0,,40.7696272,44.6736646,51.1638175,10.4478313
2018,2018.0,Export,Armenia,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18598.0,,40.7696272,44.6736646,32.6475314,54.5643516
2018,2018.0,Export,Armenia,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",187392.0,,40.7696272,44.6736646,42.6384261,12.674297
2018,2018.0,Export,Armenia,Kazakhstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",976.0,,40.7696272,44.6736646,48.1012954,66.7780818
2018,2018.0,Export,Armenia,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",120.0,,40.7696272,44.6736646,33.8750629,35.843409
2018,2018.0,Export,Armenia,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",885836.0,,40.7696272,44.6736646,26.8234472,18.1236723
2018,2018.0,Export,Armenia,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",395407.0,,40.7696272,44.6736646,39.6621648,-8.1353519
2018,2018.0,Export,Armenia,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",60334.0,,40.7696272,44.6736646,45.9852129,24.6859225
2018,2018.0,Export,Armenia,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2508305.0,,40.7696272,44.6736646,64.6863136,97.7453061
2018,2018.0,Export,Armenia,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15391.0,,40.7696272,44.6736646,59.6749712,14.5208584
2018,2018.0,Export,Armenia,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1342.0,,40.7696272,44.6736646,46.7985624,8.2319736
2018,2018.0,Export,Armenia,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3758471.0,,40.7696272,44.6736646,24.0002488,53.9994829
2018,2018.0,Export,Armenia,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",764163.0,,40.7696272,44.6736646,38.9597594,34.9249653
2018,2018.0,Export,Armenia,Uzbekistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40743.0,,40.7696272,44.6736646,41.32373,63.9528098
2018,2018.0,Export,Armenia,"Areas, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",217.0,,40.7696272,44.6736646,,
